,Player,Pos,Age,G,GS,MP,ORtg,DRtg,OBPM,DBPM,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,Rating Model Salary,Four Factors Salary,Average Predicted Salary
220,DeAndre Jordan,Center,33.0,48.0,20.0,13.0,120.0,107.0,-1.5,0.1,64.3,16.666666666666664,23.1,18.7,11109.327,12115.804,7029.730892584797,8959.335247225366,7994.533069905082
221,Cory Joseph,Guard,30.0,65.0,39.0,24.6,115.0,116.0,-2.0,-0.1,52.6,24.19354838709677,5.9,15.9,7310.0,7972.268,6993.633833398206,7836.101067572191,7414.867450485199
222,Luke Kennard,Guard,25.0,70.0,13.0,27.4,119.0,113.0,0.8,-0.3,59.8,10.989010989010987,6.3,8.2,13347.727,14556.998,4215.949103116551,3610.4743599389094,3913.21173152773
223,Corey Kispert,Forward,22.0,77.0,36.0,23.4,114.0,118.0,-0.8,-1.5,56.39999999999999,10.44776119402985,6.4,8.5,3383.64,3690.189,2885.8746631287913,4033.4707813953814,3459.6727222620866
224,Maxi Kleber,Forward,30.0,59.0,21.0,24.6,109.0,107.0,-1.6,1.2,51.6,13.333333333333334,13.4,10.9,8750.0,9542.728,11480.850556245405,9915.248850692933,10698.049703469169
225,Nathan Knight,Forward,24.0,37.0,2.0,7.2,122.0,111.0,-0.7,0.1,53.400000000000006,50.0,17.1,13.6,462.629,504.542,997.044526926766,751.7957494635232,874.4201381951445
226,Kevin Knox,Forward,22.0,30.0,0.0,7.4,106.0,115.0,-1.9,-2.2,45.3,17.857142857142858,10.7,6.9,5845.978,6375.609,1191.90773013476,3732.535871551446,2462.2218008431028
227,John Konchar,Guard,25.0,72.0,7.0,17.9,133.0,109.0,0.2,1.3,61.5,11.111111111111112,13.3,9.3,2200.0,2399.314,1458.1941651770057,2872.921838794341,2165.5580019856734
228,Furkan Korkmaz,Guard,24.0,67.0,19.0,21.1,104.0,114.0,-2.0,-1.1,46.9,14.285714285714285,6.9,8.6,4629.63,5049.063,2266.89754711462,4761.876147601664,3514.3868473581424
229,Vit Krejci,Guard,21.0,30.0,8.0,23.0,105.0,115.0,-4.3,-1.0,50.3,10.714285714285715,7.5,14.1,925.258,1009.084,1546.9365006461637,1918.4065373553372,1732.6715190007503
230,Jonathan Kuminga,Forward,19.0,70.0,12.0,16.9,112.0,108.0,-1.3,-0.2,56.7,28.78787878787879,10.8,12.0,5466.36,5961.598,1742.547699346361,3275.0765382128116,2508.8121187795864
231,Kyle Kuzma,Forward,26.0,66.0,66.0,33.4,103.0,113.0,0.2,-0.4,52.0,16.901408450704224,14.1,14.1,13000.0,14177.768,17972.7205239728,17602.95048645774,17787.83550521527
232,Jeremy Lamb,Forward,29.0,56.0,0.0,16.7,109.0,116.0,-0.4,-0.5,46.3,25.806451612903224,9.1,8.6,10500.0,11451.274,6856.950888748381,8413.236150157916,7635.0935194531485
233,Jock Landale,Center,26.0,54.0,1.0,10.9,119.0,114.0,0.7,-1.1,56.6,15.789473684210526,12.3,12.3,925.258,1009.084,3845.93253691022,1864.1839083866098,2855.058222648415
234,Romeo Langford,Guard,22.0,48.0,5.0,16.1,108.0,109.0,-2.3,1.0,51.0,12.5,7.6,7.1,3804.36,4149.025,1938.7684726963623,2912.7387527439173,2425.7536127201397
235,Zach LaVine,Guard,26.0,67.0,67.0,34.7,115.0,116.0,3.9,-1.5,55.400000000000006,27.11864406779661,7.4,11.2,19500.0,21266.652,21349.9673990935,26163.730988660027,23756.849193876762
236,Jake Layman,Forward,27.0,34.0,1.0,6.8,99.0,113.0,-3.3,-0.6,46.6,19.047619047619047,8.4,11.0,3940.184,4297.155,2065.7597930258785,3519.401971025724,2792.580882025801
237,Damion Lee,Guard,29.0,63.0,5.0,19.9,111.0,109.0,-2.4,0.4,52.3,16.393442622950822,8.8,8.4,1910.86,2083.979,4598.30069422574,3380.0213407440356,3989.1610174848875
238,Saben Lee,Guard,22.0,37.0,0.0,16.3,107.0,112.0,-1.9,1.5,42.9,31.25,7.8,14.7,1489.065,1623.97,2149.1869330250456,1963.1627842646092,2056.1748586448275
239,Alex Len,Center,28.0,39.0,10.0,15.9,109.0,114.0,-3.2,0.3,55.1,24.444444444444446,14.1,17.4,3732.0,4070.11,5280.564120380232,5028.559939036012,5154.562029708122
240,Caris LeVert,Guard,27.0,58.0,49.0,30.7,108.0,116.0,0.0,-1.2,49.2,17.006802721088434,6.7,10.3,17500.0,19085.457,15016.27905663741,15450.045243591121,15233.162150114265
241,Kira Lewis,Guard,20.0,24.0,0.0,14.2,96.0,116.0,-2.8,-1.2,44.9,6.557377049180328,6.3,14.7,3822.24,4168.525,2277.889392545867,3237.842740702942,2757.8660666244045
242,Damian Lillard,Guard,31.0,29.0,29.0,36.4,112.0,120.0,4.0,-2.7,48.6,28.94736842105264,6.2,11.6,39344.9,42909.452,34448.147020509015,34357.27533259551,34402.711176552264
243,Nassir Little,Forward,21.0,42.0,23.0,25.9,115.0,116.0,-0.9,-0.6,54.1,21.333333333333336,11.9,10.1,2316.24,2526.085,4229.4570300125515,2923.865022889476,3576.6610264510136
244,Kevon Looney,Center,25.0,82.0,80.0,21.1,128.0,105.0,-0.9,1.7,57.1,20.454545454545453,18.8,13.8,5178.572,5647.738,5572.214932770829,8251.236544253867,6911.7257385123485
245,Robin Lopez,Center,33.0,36.0,9.0,17.0,110.0,116.0,-2.4,-1.4,55.8,16.363636363636363,10.9,16.5,5000.0,5452.987,6415.737812746916,4433.132179642852,5424.434996194884
246,Kevin Love,Center,33.0,74.0,4.0,22.5,117.0,108.0,4.4,0.1,55.3,21.359223300970875,17.8,10.4,31258.256,34090.178,21600.081730150145,24331.44145511594,22965.76159263304
247,Kyle Lowry,Guard,35.0,63.0,63.0,33.9,118.0,110.0,1.1,0.8,55.50000000000001,23.0,7.5,19.3,26984.128,29428.824,23839.522391042698,32782.27940022125,28310.900895631974
248,Timothe Luwawu,Forward,26.0,52.0,18.0,13.2,113.0,117.0,-2.3,-1.0,51.6,19.444444444444443,6.6,8.9,1939.35,2115.05,1602.6809498795024,2475.037797723194,2038.8593738013483
249,Trey Lyles,Forward,26.0,75.0,23.0,20.5,116.0,114.0,0.5,-0.8,52.6,34.66666666666667,13.4,9.8,2500.0,2726.493,6055.656459181735,5151.388805654597,5603.522632418166
250,Theo Maledon,Guard,20.0,51.0,7.0,17.8,99.0,114.0,-3.7,-0.7,44.5,24.19354838709677,7.4,15.3,2000.0,2181.195,1314.6748613662826,2384.2612420313226,1849.4680516988026
251,Sandro Mamukelashvili,Forward,22.0,41.0,3.0,9.9,126.0,114.0,0.6,-1.0,59.1,14.285714285714288,10.7,10.7,462.629,504.542,1105.9455589396962,819.1540225793356,962.5497907595159
252,Terance Mann,Forward,25.0,81.0,33.0,28.6,117.0,112.0,-0.8,0.2,53.900000000000006,18.823529411764707,9.7,9.9,1782.621,1944.122,4690.098190291613,5120.881755572939,4905.489972932276
253,Tre Mann,Guard,20.0,60.0,26.0,22.8,97.0,114.0,-3.3,-1.1,47.6,11.224489795918368,6.4,10.2,2901.24,3164.085,3749.3332749882416,3134.93278907558,3442.1330320319107
254,Boban Marjanovic,Center,33.0,23.0,0.0,5.6,101.0,109.0,-3.2,-1.2,60.7,20.0,16.9,15.8,3500.0,3817.091,6195.11834771304,3556.1279299663033,4875.623138839672
255,Lauri Markkanen,Forward,24.0,61.0,61.0,30.8,117.0,110.0,0.4,-0.1,54.2,20.0,10.2,6.5,15690.909,17112.467,11749.835174831476,14257.490436974504,13003.66280590299
256,Naji Marshall,Forward,24.0,55.0,4.0,13.4,103.0,112.0,-2.7,-0.5,44.4,26.53061224489796,10.7,12.9,1517.981,1655.506,1650.67093769085,1892.2556517655885,1771.4632947282194
257,Caleb Martin,Forward,26.0,60.0,12.0,22.9,119.0,108.0,0.1,0.9,58.5,17.647058823529413,9.5,10.3,844.011,920.476,5024.525095060026,1847.4277934467987,3435.9764442534124
258,Cody Martin,Forward,26.0,71.0,11.0,26.3,120.0,114.0,-1.2,0.7,55.400000000000006,18.333333333333336,8.1,11.5,1782.621,1944.122,2593.615779874191,2351.272418172904,2472.4440990235476
259,Kelan Martin,Forward,26.0,30.0,1.0,15.0,100.0,118.0,-2.6,-1.0,47.4,5.263157894736842,6.8,7.3,993.76,1083.792,3065.874555178508,1334.1268305505723,2200.0006928645403
260,KJ Martin,Forward,21.0,79.0,2.0,21.0,118.0,118.0,0.0,-1.2,59.1,15.151515151515152,9.9,9.4,1517.981,1655.506,2269.7231615485043,2044.2734711936,2156.998316371052
261,Garrison Mathews,Guard,25.0,65.0,33.0,26.3,120.0,118.0,-1.3,-1.0,55.00000000000001,30.98591549295775,6.1,7.1,2000.0,2181.195,3278.6222597610226,3973.270294608489,3625.9462771847557
262,Wesley Matthews,Guard,35.0,49.0,14.0,20.4,113.0,116.0,-3.0,-0.3,51.6,8.88888888888889,4.9,7.2,1958.495,2135.929,4920.84672389076,4129.097828829099,4524.972276359929
263,Tyrese Maxey,Guard,21.0,75.0,74.0,35.3,121.0,115.0,1.3,-0.7,55.2,21.052631578947366,5.1,7.4,2602.92,2838.738,10133.092296332212,4685.587413982286,7409.339855157249
264,Skylar Mays,Guard,24.0,28.0,5.0,7.9,113.0,117.0,-1.2,-0.8,56.3,13.043478260869565,6.2,12.8,510.907,557.193,927.1194575043464,773.1504621343352,850.1349598193408
265,Miles McBride,Guard,21.0,40.0,2.0,9.3,98.0,112.0,-5.5,1.0,37.5,7.4074074074074066,6.1,4.2,925.258,1009.084,597.1710533822575,1424.9828550351067,1011.0769542086821
266,CJ McCollum,Guard,30.0,62.0,62.0,34.6,111.0,117.0,3.2,-1.3,53.900000000000006,10.106382978723405,6.9,9.3,30864.198,33660.419,32801.95666524248,29860.030747495304,31330.993706368892
267,TJ McConnell,Guard,29.0,27.0,8.0,24.1,117.0,116.0,-0.4,1.4,50.5,9.09090909090909,7.7,11.7,7500.0,8179.481,8159.327157787417,8939.87059819066,8549.59887798904
268,Jaden McDaniels,Forward,21.0,70.0,31.0,25.8,108.0,113.0,-2.9,-0.1,53.2,10.126582278481012,8.7,11.4,2063.28,2250.208,2651.971331698219,2430.4881408093456,2541.229736253782
269,Jalen McDaniels,Forward,24.0,55.0,2.0,16.3,116.0,114.0,-1.9,-0.4,56.49999999999999,21.73913043478261,10.1,11.2,1782.621,1944.122,1015.285493733554,1927.0581571256043,1471.1718254295793
270,Doug McDermott,Forward,30.0,51.0,51.0,24.0,112.0,118.0,-0.4,-2.1,57.8,8.791208791208792,4.9,8.1,13750.0,14995.716,11925.729601577774,11575.539111533975,11750.634356555875
271,JaVale McGee,Center,34.0,74.0,17.0,15.8,118.0,102.0,-0.1,0.9,63.1,22.58064516129032,22.7,15.8,5000.0,5452.987,7348.28625558562,4902.957425385859,6125.621840485739
272,Rodney McGruder,Guard,30.0,51.0,2.0,14.8,115.0,116.0,-0.7,-0.7,56.39999999999999,9.090909090909092,8.0,9.2,1939.35,2115.05,4918.661202784033,2334.687279764506,3626.6742412742697
273,Jordan McLaughlin,Guard,25.0,62.0,3.0,14.5,122.0,112.0,-1.2,1.6,50.8,15.625,5.6,14.9,2000.0,2181.195,1753.5266479080474,2533.4186059679614,2143.4726269380044
274,Ben McLemore,Guard,28.0,64.0,6.0,20.1,108.0,120.0,-0.7,-2.5,54.1,13.095238095238097,4.4,8.7,2389.641,2606.136,7535.241481873529,7048.201423768102,7291.721452820815
275,De'Anthony Melton,Guard,23.0,73.0,15.0,22.7,108.0,107.0,0.3,1.6,50.4,12.63157894736842,10.4,13.0,8805.976,9603.776,4659.092017318343,3827.8226757749285,4243.457346546636
276,Chimezie Metu,Center,24.0,60.0,20.0,21.3,104.0,111.0,-1.6,0.1,51.6,16.0,14.3,11.1,1762.796,1922.501,4221.132229189361,4008.10706601799,4114.619647603676
277,Khris Middleton,Forward,30.0,66.0,66.0,32.4,112.0,112.0,1.9,-0.3,52.2,25.161290322580644,8.8,14.2,35500.0,38716.214,28571.742920663277,32386.67707767495,30479.209999169114
278,Paul Millsap,Center,36.0,33.0,1.0,11.4,103.0,110.0,-3.7,0.2,42.6,14.285714285714285,16.6,13.1,2641.691,2881.021,5855.428300015314,3393.3188605285245,4624.373580271919
279,Shake Milton,Guard,25.0,55.0,6.0,21.4,109.0,114.0,-1.6,-0.6,48.3,15.068493150684931,6.7,9.2,1846.738,2014.047,3728.687492202912,3937.594330301916,3833.1409112524143
280,Davion Mitchell,Guard,23.0,75.0,19.0,27.7,101.0,118.0,-2.1,-1.7,47.7,6.25,4.4,11.5,4603.2,5020.238,2196.763195734009,4677.899310404557,3437.331253069283
281,Donovan Mitchell,Guard,25.0,67.0,67.0,33.8,114.0,111.0,4.6,-0.3,53.3,19.51219512195122,6.8,11.7,28103.5,30649.609,26175.07696266876,28047.947527435248,27111.512245052007
282,Evan Mobley,Forward,20.0,69.0,69.0,33.8,109.0,107.0,-0.9,1.5,52.2,20.0,13.5,12.4,8075.16,8806.749,11974.29766875708,8838.80442674273,10406.551047749905
283,Malik Monk,Guard,23.0,76.0,37.0,28.1,112.0,115.0,0.5,-1.0,57.8,11.009174311926603,6.4,12.2,1789.256,1951.358,4440.776854256247,2264.2311944527796,3352.5040243545136
284,Moses Moody,Guard,19.0,52.0,11.0,11.7,115.0,111.0,-1.4,-1.1,54.6,14.285714285714285,7.2,6.1,3562.2,3884.926,1368.6765141080923,3775.8399301235086,2572.2582221158004
285,Ja Morant,Guard,22.0,57.0,57.0,33.1,116.0,111.0,6.2,-0.1,53.0,26.699029126213592,9.0,12.6,9603.36,10473.401,26970.323466196314,15572.070742641768,21271.197104419043
286,Marcus Morris,Forward,32.0,54.0,54.0,29.0,108.0,112.0,-0.3,-1.0,50.7,18.75,8.1,8.4,15627.907,17043.757,16712.45719024072,18254.69509957669,17483.576144908704
287,Monte Morris,Guard,26.0,75.0,74.0,29.9,120.0,115.0,0.8,-0.8,56.39999999999999,9.70873786407767,5.6,8.8,8449.074,9214.539,6493.788639504776,10048.186804289928,8270.987721897352
288,Trey Murphy,Forward,21.0,62.0,1.0,13.9,120.0,115.0,0.2,-1.4,52.2,15.555555555555555,9.4,5.1,3053.76,3330.423,1741.0522611951092,3672.1663103178053,2706.609285756457
289,Dejounte Murray,Guard,25.0,68.0,68.0,34.8,113.0,108.0,3.7,1.7,50.0,15.846994535519125,12.5,11.8,15428.88,16826.699,25471.862503281576,17521.692754009095,21496.777628645337
290,Mike Muscala,Center,30.0,43.0,0.0,13.8,124.0,110.0,3.8,1.2,59.7,18.96551724137932,11.2,4.9,3500.0,3817.091,14331.922342269982,4656.9388264139425,9494.430584341962
291,Aaron Nesmith,Forward,22.0,52.0,3.0,11.0,95.0,108.0,-4.9,0.7,48.1,11.428571428571429,8.4,13.8,3631.2,3960.177,1412.9238612200736,3379.4903124620923,2396.207086841083
292,Raul Neto,Guard,29.0,70.0,19.0,19.6,108.0,116.0,-2.5,-0.5,50.2,19.047619047619047,5.4,13.9,2089.448,2278.746,3631.480582614384,2946.465441789493,3288.973012201938
293,Georges Niang,Forward,28.0,76.0,7.0,22.8,113.0,115.0,-0.8,-1.1,57.49999999999999,9.459459459459458,6.5,9.1,3300.0,3598.972,6876.2607117087555,5017.744267363588,5947.002489536171
294,Daishen Nix,Guard,19.0,24.0,0.0,10.9,92.0,116.0,-5.4,-1.0,45.5,25.0,6.9,24.5,923.078,1006.706,1180.152843671083,1411.6980503457225,1295.925447008403
295,Zeke Nnaji,Forward,21.0,41.0,1.0,17.0,123.0,113.0,-0.7,-1.6,61.6,22.22222222222222,11.8,9.7,2498.76,2725.141,1451.5217563482236,2710.023681790793,2080.772719069508
296,Nerlens Noel,Center,27.0,25.0,11.0,22.5,119.0,105.0,-3.1,3.3,53.3,33.333333333333336,13.5,21.5,8800.0,9597.258,3592.290622597644,10409.59222814246,7000.941425370052
297,Jaylen Nowell,Guard,22.0,62.0,1.0,15.7,121.0,115.0,1.5,-0.7,55.1,17.91044776119403,6.8,7.4,1782.621,1944.122,2188.489928642463,2043.0444451436872,2115.767186893075
298,Frank Ntilikina,Guard,23.0,58.0,5.0,11.8,104.0,110.0,-2.8,0.9,48.4,10.526315789473683,6.4,11.7,1789.256,1951.358,1564.155677598239,2090.2619723877838,1827.2088249930114
299,Jusuf Nurkic,Center,27.0,56.0,56.0,28.2,112.0,112.0,0.1,0.2,54.8,30.8411214953271,21.5,16.6,12000.0,13087.17,10235.936680785757,13411.889566388578,11823.913123587168
300,David Nwaba,Forward,29.0,46.0,4.0,13.2,117.0,113.0,-0.6,0.0,52.6,26.31578947368421,13.6,9.3,4650.0,5071.278,6291.436277703929,5415.979990703115,5853.708134203522
301,Jordan Nwora,Forward,23.0,62.0,13.0,19.1,100.0,113.0,-2.7,-1.5,48.8,8.0,9.9,10.6,1517.981,1655.506,1780.1257907222569,1985.3521485585484,1882.7389696404025
302,Royce O'Neale,Forward,28.0,77.0,77.0,31.2,122.0,111.0,-0.8,1.7,59.1,10.344827586206897,8.4,14.4,8800.0,9597.258,16573.75378195419,11732.554664437068,14153.15422319563
303,Semi Ojeleye,Forward,27.0,30.0,0.0,13.5,101.0,114.0,-4.1,-1.6,37.9,24.24242424242425,9.7,7.5,1789.256,1951.358,2073.8868504313396,2321.644871202707,2197.765860817023
304,Chuma Okeke,Forward,23.0,70.0,20.0,25.0,101.0,109.0,-1.6,1.5,47.8,9.756097560975611,10.5,8.6,3277.08,3573.975,3867.9584431433036,3835.7310861183055,3851.8447646308045
305,Josh Okogie,Guard,23.0,49.0,6.0,10.5,107.0,112.0,-3.7,0.9,47.1,33.33333333333333,7.3,15.4,4087.904,4458.258,1136.1633669603552,2854.208200021238,1995.1857834907967
306,Onyeka Okongwu,Center,21.0,48.0,6.0,20.7,138.0,111.0,0.0,0.8,69.0,36.17021276595744,15.6,13.8,6104.28,6657.312,2090.1517110364293,5784.274089370684,3937.2129002035567
307,Isaac Okoro,Forward,21.0,67.0,61.0,29.6,120.0,113.0,-2.4,0.7,54.400000000000006,28.125,5.6,10.4,6720.72,7329.6,2500.243673396659,6544.43593031513,4522.339801855895
308,KZ Okpala,Forward,22.0,21.0,0.0,11.6,113.0,110.0,-3.2,0.4,50.0,12.121212121212125,9.5,6.3,1782.621,1944.122,1102.7511735220373,2108.352106687832,1605.5516401049347
309,Kelly Olynyk,Center,30.0,40.0,1.0,19.1,112.0,112.0,0.5,1.0,51.7,23.61111111111111,12.5,15.1,12195.122,13299.97,10725.759683172953,10361.877395544741,10543.818539358846
310,Cedi Osman,Forward,26.0,66.0,3.0,22.2,111.0,112.0,-0.3,0.5,54.400000000000006,14.942528735632186,5.5,9.6,8133.334,8870.194,4852.671643194727,6934.917359114142,5893.794501154434
311,Kelly Oubre,Forward,26.0,76.0,13.0,26.3,111.0,115.0,0.2,-1.6,54.2,13.821138211382111,8.0,6.2,12000.0,13087.17,4787.661287911418,10143.288898353041,7465.47509313223
312,Kevin Pangos,Guard,29.0,24.0,3.0,6.9,99.0,115.0,-4.7,-1.4,39.1,5.2631578947368425,3.7,12.8,1569.178,1711.341,2702.236384430234,1146.037324474855,1924.1368544525444
313,Eric Paschall,Forward,25.0,58.0,3.0,12.7,123.0,115.0,0.5,-1.0,56.99999999999999,26.829268292682933,7.9,9.0,1782.621,1944.122,2540.903514478019,2292.296984123321,2416.60024930067
314,Chris Paul,Guard,36.0,65.0,65.0,32.9,124.0,107.0,3.1,2.3,53.6,23.00884955752212,7.1,15.6,30800.0,33590.405,29356.5301696162,34252.01649941393,31804.273334515063
315,Cameron Payne,Guard,27.0,58.0,12.0,22.0,104.0,109.0,-0.4,0.4,46.9,12.871287128712872,7.3,14.1,6500.0,7088.884,6725.4719624480795,5879.678835602016,6302.575399025048
316,Elfrid Payton,Guard,27.0,50.0,1.0,11.0,87.0,108.0,-4.6,1.2,39.4,5.714285714285714,8.6,19.9,2239.544,2442.441,3974.720740631478,2015.7525088418586,2995.236624736668
317,Gary Payton II,Guard,29.0,71.0,16.0,17.6,129.0,103.0,0.3,3.4,67.9,10.416666666666668,10.8,9.8,1669.178,1820.401,5058.052907888237,2682.678288662332,3870.3655982752844
318,Mason Plumlee,Center,31.0,73.0,73.0,24.6,122.0,111.0,-1.5,1.5,64.1,20.454545454545453,16.7,20.2,9248.333,10086.209,10639.312426178038,13063.325813388195,11851.319119783117
319,Jakob Poeltl,Center,26.0,68.0,67.0,29.0,123.0,110.0,0.9,0.7,61.9,14.285714285714285,16.9,12.7,8750.0,9542.728,8360.246694956431,9254.452616785551,8807.349655870992
320,Aleksej Pokusevski,Forward,20.0,61.0,12.0,20.2,96.0,111.0,-2.7,0.1,47.0,8.0,13.3,16.4,3113.16,3395.204,3914.7120694373075,3414.0799202176745,3664.395994827491
321,Jordan Poole,Guard,22.0,76.0,51.0,30.0,112.0,110.0,1.3,-0.3,54.8,23.021582733812952,6.2,13.7,2161.44,2357.261,7390.088831432655,3266.1794061149003,5328.134118773778
322,Kevin Porter,Guard,21.0,61.0,61.0,31.3,103.0,117.0,-0.1,-1.6,51.1,15.151515151515152,7.7,17.7,1782.621,1944.122,13264.098279281836,3290.724184905599,8277.411232093717
323,Otto Porter,Forward,28.0,63.0,15.0,22.2,121.0,104.0,1.0,2.1,56.00000000000001,12.121212121212125,14.2,7.7,2389.641,2606.136,11251.764270982436,3924.514773031749,7588.139522007093
324,Bobby Portis,Center,26.0,72.0,59.0,28.2,115.0,110.0,1.2,-1.0,55.50000000000001,9.917355371900827,17.2,8.9,4347.6,4741.482,10520.947974507755,6478.397573412196,8499.672773959976
325,Kristaps Porzingis,Forward,26.0,51.0,51.0,29.0,116.0,107.0,3.3,0.6,51.0,32.66666666666667,15.4,8.3,31650.6,34518.067,15557.940751385187,22436.068785528412,18997.004768456798
326,Dwight Powell,Center,30.0,82.0,71.0,21.9,142.0,110.0,0.4,0.5,68.7,40.81632653061224,12.5,11.5,11080.125,12083.957,7544.052292411212,11388.251492992487,9466.15189270185
327,Norman Powell,Forward,28.0,45.0,41.0,32.4,116.0,119.0,1.2,-1.5,54.900000000000006,31.343283582089555,5.4,8.9,15517.242,16923.066,25018.453593536957,20172.783379932916,22595.618486734937
328,Taurean Prince,Forward,27.0,69.0,8.0,17.1,112.0,112.0,-1.0,0.0,56.39999999999999,15.789473684210526,7.9,11.1,13334.375,14542.437,2578.19235160889,9365.120530728771,5971.6564411688305
329,Payton Pritchard,Guard,24.0,71.0,2.0,14.1,120.0,110.0,1.7,0.1,56.39999999999999,5.660377358490567,7.2,9.7,2137.44,2331.086,2466.710701208357,2492.622594145162,2479.6666476767596
330,Immanuel Quickley,Guard,22.0,78.0,3.0,23.1,114.0,112.0,0.2,0.0,48.7,24.73118279569892,7.4,10.9,2210.64,2410.918,3034.8936950915077,3073.8336494195123,3054.36367225551
331,Julius Randle,Forward,27.0,72.0,72.0,35.3,102.0,109.0,0.4,0.2,45.9,24.277456647398843,15.1,14.7,19800.0,21593.832,20254.05519338863,21302.961187618264,20778.508190503446
332,Austin Reaves,Guard,23.0,61.0,19.0,23.2,123.0,116.0,-1.3,-0.6,54.2,30.76923076923077,7.3,9.8,925.258,1009.084,1262.104730331766,1842.7224572495443,1552.413593790655
333,Cam Reddish,Forward,22.0,49.0,7.0,20.7,105.0,114.0,-1.0,-0.3,48.5,25.301204819277107,5.7,11.1,4670.16,5093.265,4339.49910442202,4648.384084459521,4493.94159444077
334,Davon Reed,Guard,26.0,48.0,5.0,13.9,123.0,112.0,-0.6,0.3,61.8,5.882352941176471,9.0,8.7,532.398,580.631,2344.3924857137536,2775.734238854564,2560.0633622841588
335,Paul Reed,Center,22.0,38.0,2.0,7.9,122.0,100.0,-0.8,2.9,57.3,8.0,17.0,8.9,1517.981,1655.506,1984.4177487854276,1695.2160496166223,1839.816899201025
336,Naz Reid,Center,22.0,77.0,6.0,15.8,113.0,109.0,-0.5,0.5,54.900000000000006,24.19354838709677,13.3,13.2,1782.621,1944.122,2420.966042629893,2414.1538049012897,2417.5599237655915
337,Nick Richards,Center,24.0,50.0,5.0,7.3,122.0,113.0,-2.6,-0.2,66.7,33.33333333333333,12.4,18.1,1517.981,1655.506,520.5826490208029,1950.4790721181855,1235.5308605694943
338,Josh Richardson,Guard,28.0,65.0,7.0,24.6,113.0,110.0,-0.6,0.7,53.400000000000006,18.292682926829272,6.2,10.2,11615.328,12667.648,8662.887642128968,10630.334051265745,9646.610846697356
339,Austin Rivers,Guard,29.0,67.0,18.0,22.1,104.0,115.0,-3.5,-0.3,53.0,9.615384615384617,4.3,12.8,2401.537,2619.11,4933.151020364511,3498.3924684256804,4215.771744395096
340,Duncan Robinson,Guard,27.0,79.0,68.0,25.9,113.0,112.0,-0.3,-0.3,55.900000000000006,6.521739130434782,5.6,7.4,15650.0,17067.852,6927.434648786276,12927.277155814721,9927.355902300498
341,Justin Robinson,Guard,24.0,25.0,0.0,12.2,85.0,116.0,-6.4,-1.3,39.8,5.405405405405405,3.7,15.0,265.953,290.047,1088.0140088550481,546.0616033274292,817.0378060912387
342,Mitchell Robinson,Center,23.0,72.0,62.0,25.7,143.0,106.0,1.0,1.2,76.1,25.0,17.9,12.4,1802.057,1965.319,3357.5230338480137,2515.2395438975745,2936.3812888727944
343,Jeremiah Robinson-Earl,Center,21.0,49.0,36.0,22.2,108.0,113.0,-1.9,-0.4,50.3,12.121212121212125,13.0,10.1,2000.0,2181.195,5371.708788231431,3163.5722322968195,4267.640510264126
344,Isaiah Roby,Forward,23.0,45.0,28.0,21.1,120.0,111.0,0.4,0.2,58.2,23.61111111111111,11.8,10.3,1782.621,1944.122,5213.366832446914,3425.417657323651,4319.392244885283
345,Rajon Rondo,Guard,35.0,39.0,1.0,17.9,101.0,111.0,-2.4,0.7,47.4,11.11111111111111,8.5,26.6,7500.0,8179.481,6825.783973510915,6422.754684075061,6624.269328792988
346,Derrick Rose,Guard,33.0,26.0,4.0,24.5,112.0,112.0,2.3,0.0,51.3,11.428571428571429,6.6,11.9,13445.12,14663.215,17161.690127120433,19682.419578009813,18422.054852565125
347,Terrence Ross,Guard,30.0,63.0,0.0,23.0,100.0,116.0,-2.5,-1.1,46.7,20.454545454545453,5.9,10.9,12500.0,13632.469,7492.994212933262,11897.097748232694,9695.045980582978
348,Terry Rozier,Guard,27.0,73.0,73.0,33.7,117.0,115.0,2.4,-0.7,53.900000000000006,13.125,6.8,7.2,17905.263,19527.436,16840.459437912632,19154.421440050704,17997.44043898167
349,Ricky Rubio,Guard,31.0,34.0,8.0,28.5,102.0,108.0,-1.0,1.2,43.4,21.487603305785125,8.0,16.5,17800.0,19412.636,14081.420019678524,19113.136881117687,16597.278450398106
350,D'Angelo Russell,Guard,25.0,65.0,65.0,32.0,112.0,115.0,2.2,-1.5,50.2,20.0,5.6,13.2,30013.5,32732.65,19514.215640007842,26257.036569655516,22885.62610483168
351,Domantas Sabonis,Center,25.0,62.0,61.0,34.5,121.0,113.0,3.2,0.9,59.8,32.0,19.5,17.5,18500.0,20176.055,22738.607257960986,21210.4897130488,21974.548485504893
352,Olivier Sarr,Center,22.0,22.0,2.0,19.1,123.0,114.0,-2.7,-1.3,63.9,23.913043478260875,11.4,16.2,223.339,243.572,744.566036216201,736.0955129528869,740.330774584544
353,Admiral Schofield,Forward,24.0,38.0,1.0,12.3,102.0,115.0,-4.2,-1.2,51.9,8.823529411764707,10.0,13.4,723.741,789.309,1127.1694338037091,2519.441777637432,1823.3056057205706
354,Landry Shamet,Guard,24.0,69.0,14.0,20.8,111.0,112.0,-0.9,-0.4,52.1,14.285714285714285,4.7,7.3,3768.342,4109.744,2493.2675951818874,4757.240223359487,3625.253909270687
