,Player,Pos,Age,G,GS,MP,ORtg,DRtg,OBPM,DBPM,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,Rating Model Salary,Four Factors Salary,Average Predicted Salary
0,Precious Achiuwa,Center,22.0,73.0,28.0,23.6,105.0,110.0,-2.0,-0.6,48.6,13.253012048192772,14.9,11.3,2711.28,2956.915,3040.6379981568816,5108.303912152274,4074.470955154578
1,Steven Adams,Center,28.0,76.0,75.0,26.3,125.0,108.0,1.0,1.0,54.7,27.450980392156865,19.9,19.6,17073.171,18619.958,16138.131821809051,16672.32543766083,16405.228629734942
2,Bam Adebayo,Center,24.0,56.0,56.0,32.6,117.0,104.0,1.7,2.1,55.7,35.38461538461538,17.5,14.4,28103.5,30649.609,12140.087434419043,20381.6677922056,16260.877613312321
3,LaMarcus Aldridge,Center,36.0,47.0,12.0,22.3,119.0,112.0,1.3,-0.6,56.6,19.587628865979383,13.4,8.0,2641.691,2881.021,9998.8207890846,3792.539019687488,6895.679904386045
4,Nickeil Alexander-Walker,Guard,23.0,65.0,21.0,22.6,98.0,114.0,-1.8,-1.1,44.9,11.428571428571429,7.1,11.3,3261.48,3556.962,4525.071899617725,3455.015227065258,3990.0435633414913
5,Grayson Allen,Guard,26.0,66.0,61.0,27.3,122.0,114.0,0.6,-0.2,58.8,11.627906976744184,6.5,6.7,4054.695,4422.04,8404.552617835749,5775.663976322875,7090.108297079312
6,Jarrett Allen,Center,23.0,56.0,56.0,32.3,132.0,106.0,2.7,1.2,67.80000000000001,29.89690721649485,18.4,12.7,20000.0,21811.951,8824.832569022012,15485.960954026346,12155.396761524178
7,Jose Alvarado,Guard,23.0,54.0,1.0,15.4,114.0,109.0,-0.5,2.4,50.0,12.962962962962962,6.6,11.2,1925.406,2099.843,2655.5895724424495,2232.4995713785725,2444.044571910511
8,Kyle Anderson,Forward,28.0,69.0,11.0,21.5,110.0,106.0,-0.9,2.1,48.4,14.705882352941178,13.0,12.1,9937.15,10837.431,7981.550063428257,4741.59691319438,6361.573488311318
9,Giannis Antetokounmpo,Forward,27.0,67.0,67.0,32.9,124.0,106.0,7.6,3.5,58.2,44.623655913978496,18.7,12.2,39344.9,42909.452,40304.11248070477,28514.327212929627,34409.2198468172
10,Thanasis Antetokounmpo,Forward,29.0,48.0,6.0,9.9,113.0,112.0,-3.5,-0.1,55.50000000000001,22.22222222222222,11.3,14.9,1729.217,1885.879,3636.416207475044,3307.130162199466,3471.773184837255
11,Carmelo Anthony,Forward,37.0,69.0,3.0,26.0,114.0,114.0,0.4,-0.8,54.400000000000006,18.09523809523809,8.6,6.9,2641.691,2881.021,2787.7855905523998,3990.4522876399105,3389.1189390961554
12,Cole Anthony,Guard,21.0,65.0,65.0,31.7,103.0,114.0,-0.6,-0.6,46.400000000000006,23.57142857142857,8.9,14.2,3449.4,3761.907,10756.804589234194,5811.234004252832,8284.019296743514
13,OG Anunoby,Forward,24.0,48.0,48.0,36.0,112.0,111.0,0.4,0.1,52.6,13.103448275862068,8.3,9.7,16071.429,17527.461,10347.192221090969,12686.412213533516,11516.802217312243
14,Trevor Ariza,Forward,36.0,24.0,11.0,19.3,97.0,114.0,-3.3,-0.2,43.4,9.756097560975611,9.5,9.3,2641.691,2881.021,5977.479566710101,3814.2651704881187,4895.87236859911
15,DJ Augustin,Guard,34.0,55.0,2.0,16.1,112.0,120.0,-1.2,-2.4,57.7,17.5,4.2,18.9,7622.467,8313.044,4422.959548646696,7464.030847994937,5943.495198320817
16,Deni Avdija,Forward,21.0,82.0,8.0,24.2,106.0,113.0,-2.1,0.4,50.3,18.30985915492958,11.9,12.0,4692.84,5117.999,1984.7938430896852,3896.029196297489,2940.4115196935873
17,Deandre Ayton,Center,23.0,58.0,58.0,29.5,124.0,105.0,2.2,0.6,63.9,15.0,18.6,10.7,12632.95,13777.464,10138.40230936321,11713.660793097359,10926.031551230284
18,Marvin Bagley,Forward,22.0,48.0,25.0,23.9,112.0,114.0,-0.5,-1.8,53.0,15.053763440860212,16.0,7.4,11312.114,12336.964,4563.628674343941,5209.993406385714,4886.811040364828
19,LaMelo Ball,Guard,20.0,75.0,75.0,32.3,111.0,112.0,3.3,0.1,51.7,16.766467065868262,11.0,15.3,8231.76,8977.537,18537.328264709347,8858.162422892088,13697.745343800718
20,Lonzo Ball,Guard,24.0,35.0,35.0,34.6,110.0,111.0,0.9,1.6,56.7,5.504587155963303,8.8,17.2,18604.651,20290.187,7478.4283005696825,11313.433921240723,9395.931110905203
21,Mo Bamba,Center,23.0,71.0,69.0,25.7,113.0,108.0,-0.2,0.9,56.6,9.195402298850576,16.5,10.6,7568.743,8254.452,7952.214247264343,8323.690117103337,8137.95218218384
22,Desmond Bane,Guard,23.0,76.0,76.0,29.8,119.0,110.0,2.5,0.3,56.49999999999999,12.413793103448276,7.7,8.7,2033.16,2217.359,11364.036573214285,4509.143023629779,7936.589798422032
23,Dalano Banton,Guard,22.0,64.0,1.0,10.9,98.0,111.0,-3.5,0.4,44.3,12.5,9.7,19.3,925.258,1009.084,1629.6527048263436,1798.801277543994,1714.2269911851688
24,Harrison Barnes,Forward,29.0,77.0,77.0,33.6,121.0,118.0,1.5,-1.3,55.400000000000006,40.74074074074075,9.1,10.4,20284.091,22121.78,17161.12454953386,23149.514459216913,20155.319504375388
25,Scottie Barnes,Forward,20.0,74.0,74.0,35.4,116.0,111.0,0.5,0.4,52.400000000000006,16.666666666666668,11.5,11.7,7280.4,7939.986,9196.032985940175,7134.288165157199,8165.160575548687
26,RJ Barrett,Forward,21.0,70.0,70.0,34.5,103.0,113.0,-0.3,-1.3,46.6,23.9766081871345,9.1,9.9,8623.92,9405.226,10787.154736813496,7688.904615904722,9238.029676359109
27,Will Barton,Guard,31.0,71.0,71.0,32.1,108.0,114.0,0.4,-0.9,52.5,11.11111111111111,8.3,11.8,15625.0,17040.587,20539.571871139695,17533.107304950034,19036.339588044866
28,Charles Bassey,Center,21.0,23.0,0.0,7.3,129.0,103.0,-0.4,2.1,63.8,20.0,20.6,13.3,925.258,1009.084,1796.2953510590376,1546.7840375780534,1671.5396943185456
29,Keita Bates-Diop,Forward,26.0,59.0,14.0,16.2,111.0,112.0,-2.1,-0.5,54.900000000000006,17.77777777777778,12.7,13.4,1729.217,1885.879,2491.406686619552,2176.0222213595052,2333.714453989529
30,Nicolas Batum,Forward,33.0,59.0,54.0,24.8,118.0,109.0,0.5,1.8,60.2,6.060606060606061,9.2,9.0,12026.998,13116.613,19154.90494379146,12804.710842844015,15979.807893317737
31,Kent Bazemore,Forward,32.0,39.0,14.0,14.0,93.0,113.0,-5.1,0.8,42.8,8.333333333333332,6.8,12.5,2401.537,2619.11,5907.334747735315,3072.6056783322574,4489.970213033786
32,Darius Bazley,Forward,21.0,69.0,53.0,27.9,101.0,111.0,-2.1,0.3,48.4,18.08510638297872,11.6,11.1,2513.04,2740.715,7065.62081363581,3495.522810827726,5280.5718122317685
33,Bradley Beal,Guard,28.0,40.0,40.0,36.0,106.0,117.0,2.0,-1.2,49.2,21.76165803108808,7.3,13.6,33724.2,36779.53,22062.426657460834,24913.821921011055,23488.124289235944
34,Malik Beasley,Guard,25.0,79.0,18.0,25.0,111.0,116.0,0.7,-1.5,53.2,5.555555555555555,6.2,4.7,14491.964,15804.9,4550.665346441645,4488.373967255566,4519.519656848605
35,DeAndre Bembry,Forward,27.0,56.0,20.0,18.3,119.0,112.0,-2.2,1.5,59.5,10.256410256410255,8.6,11.6,2271.045,2476.795,1726.838072064336,2616.4028953900124,2171.6204837271744
36,Davis Bertans,Forward,29.0,56.0,0.0,14.4,106.0,114.0,-1.7,-0.9,50.0,12.244897959183673,8.0,6.1,16000.0,17449.561,6837.823917925899,13880.10127627042,10358.96259709816
37,Patrick Beverley,Guard,33.0,58.0,54.0,25.4,119.0,111.0,0.6,2.1,50.1,22.666666666666664,8.7,12.9,14320.987,15618.433,17880.038658550824,19635.448418660802,18757.743538605813
38,Saddiq Bey,Forward,22.0,82.0,82.0,33.0,110.0,116.0,0.9,-1.2,48.9,18.705035971223023,8.8,7.1,2824.32,3080.196,9930.57655136727,5037.589499804781,7484.0830255860255
39,Khem Birch,Center,29.0,55.0,28.0,18.0,124.0,111.0,-1.7,0.4,48.5,27.77777777777778,13.1,11.1,6350.0,6925.294,5401.378733914531,7738.32185042906,6569.850292171795
40,Goga Bitadze,Center,22.0,50.0,16.0,14.6,118.0,114.0,-0.2,-0.6,56.49999999999999,26.0,13.5,13.6,3098.4,3379.107,2475.7427793039883,3160.4640766598704,2818.1034279819296
41,Bismack Biyombo,Center,29.0,36.0,3.0,14.1,119.0,105.0,-1.7,0.4,59.3,27.500000000000004,17.7,12.4,1518.213,1655.759,5527.157919075832,3146.376899463623,4336.767409269727
42,Nemanja Bjelica,Center,33.0,71.0,0.0,16.1,111.0,105.0,-0.9,2.3,54.7,16.666666666666668,14.1,18.7,2089.448,2278.746,8311.716056835707,4100.766595356717,6206.241326096211
43,Eric Bledsoe,Guard,32.0,54.0,29.0,25.2,100.0,110.0,-2.1,1.3,47.5,18.390804597701152,7.1,18.3,18125.0,19767.081,12222.870472049557,13878.466597240436,13050.668534644996
44,Keljin Blevins,Forward,26.0,31.0,1.0,11.3,86.0,119.0,-5.6,-2.9,40.1,5.555555555555556,7.1,12.8,462.629,504.542,1972.3093619346164,1058.3111904774305,1515.3102762060234
45,Bogdan Bogdanovic,Guard,29.0,63.0,27.0,29.3,114.0,116.0,1.5,-0.2,53.7,11.904761904761903,7.4,7.7,18000.0,19630.756,14990.152098075609,15112.90613820716,15051.529118141385
46,Bojan Bogdanovic,Forward,32.0,69.0,69.0,30.9,116.0,115.0,1.6,-1.6,55.2,23.88059701492537,7.6,10.2,18700.0,20394.174,21363.50936776883,19019.77555177056,20191.642459769697
47,Leandro Bolmaro,Forward,21.0,35.0,2.0,6.9,96.0,115.0,-5.1,-0.7,36.1,20.0,9.6,17.9,2353.32,2566.525,1107.1756270222568,2246.158172590322,1676.6668998062894
48,Devin Booker,Guard,25.0,68.0,68.0,34.5,113.0,109.0,3.9,0.2,53.0,22.00956937799043,7.8,9.3,31650.6,34518.067,23934.150689272366,26612.85324303812,25273.501966155243
49,BJ Boston,Guard,20.0,51.0,0.0,14.9,98.0,111.0,-3.0,-0.4,43.7,18.75,7.7,8.0,925.258,1009.084,2316.1440379865385,1685.7067482157677,2000.925393101153
50,Chris Boucher,Forward,29.0,80.0,9.0,21.1,124.0,108.0,0.5,-0.4,52.3,26.38888888888889,15.8,6.0,7020.0,7655.995,5982.776846442797,7469.370921678506,6726.073884060652
51,James Bouknight,Guard,21.0,31.0,0.0,9.8,100.0,117.0,-3.4,-3.7,40.8,20.0,9.1,8.8,4154.4,4530.778,1283.1136348016994,2676.121464270682,1979.6175495361906
52,Avery Bradley,Guard,31.0,62.0,45.0,22.7,106.0,116.0,-3.5,-0.1,54.0,5.357142857142858,5.2,9.6,2641.691,2881.021,9428.601005752584,13536.638772396595,11482.619889074589
53,Tony Bradley,Center,24.0,55.0,7.0,10.0,115.0,110.0,-2.0,0.2,58.5,13.636363636363637,19.1,20.0,1789.256,1951.358,1225.2735675264676,2667.675947803504,1946.4747576649859
54,Ignas Brazdeikis,Forward,23.0,42.0,1.0,12.8,106.0,116.0,-2.7,-1.6,50.3,11.11111111111111,7.1,7.8,462.629,504.542,1591.0164142183512,1493.105734304528,1542.0610742614394
55,Mikal Bridges,Forward,25.0,82.0,82.0,34.8,125.0,110.0,0.5,1.1,60.1,15.23809523809524,6.5,6.8,5557.725,6061.241,8694.495102199187,7128.7582099723695,7911.626656085778
56,Miles Bridges,Forward,23.0,80.0,80.0,35.5,117.0,114.0,1.8,-0.3,55.400000000000006,21.71052631578948,10.4,9.9,5421.493,5912.667,10310.90130842003,7382.19820169765,8846.54975505884
57,Oshae Brissett,Forward,23.0,67.0,25.0,23.3,112.0,116.0,-0.5,-1.7,49.3,22.36842105263158,12.8,8.5,1701.593,1855.753,3180.2995076179277,2378.969627313608,2779.6345674657678
58,Malcolm Brogdon,Guard,29.0,36.0,36.0,33.5,116.0,118.0,2.8,-0.5,50.1,26.490066225165563,8.6,11.1,21700.0,23665.967,19980.741574703137,19384.344276921704,19682.54292581242
59,Armoni Brooks,Guard,23.0,54.0,11.0,15.6,101.0,117.0,-2.6,-1.3,46.7,5.555555555555555,6.7,8.3,1739.065,1896.619,1601.4682888637922,2304.8769420330823,1953.1726154484372
60,Dillon Brooks,Forward,26.0,32.0,31.0,27.7,108.0,112.0,-1.0,-0.8,47.5,17.073170731707318,6.0,8.0,12200.0,13305.29,6620.692399453601,11131.591744031028,8876.142071742313
61,Bruce Brown,Forward,25.0,72.0,45.0,24.6,121.0,111.0,-0.4,1.1,54.3,18.571428571428573,10.6,9.1,4736.102,5165.181,6919.439818862368,8377.677969906032,7648.558894384199
62,Charlie Brown,Guard,24.0,22.0,2.0,8.0,88.0,109.0,-5.2,0.4,26.9,22.222222222222225,10.1,10.3,431.151,470.212,1551.9079358645497,738.8495300641293,1145.3787329643396
63,Greg Brown,Forward,20.0,48.0,6.0,13.3,102.0,114.0,-4.0,-0.7,47.6,22.5,11.6,14.1,925.258,1009.084,1553.4697505812987,1471.6447180779037,1512.5572343296012
64,Jaylen Brown,Forward,25.0,66.0,66.0,33.6,109.0,108.0,1.9,0.1,54.1,20.10869565217392,9.8,11.6,26758.928,29183.222,19254.5146833943,23411.611889929896,21333.063286662098
65,Moses Brown,Center,22.0,40.0,6.0,8.6,115.0,105.0,-2.4,-0.9,59.3,40.74074074074075,21.7,12.5,1933.909,2109.116,1310.4166924003373,2197.125963325162,1753.7713278627498
66,Sterling Brown,Guard,26.0,49.0,3.0,12.8,102.0,109.0,-3.4,0.5,47.1,9.374999999999998,13.2,12.5,3000.0,3271.792,2987.1561080353276,3177.5179405916133,3082.3370243134705
67,Troy Brown,Forward,22.0,66.0,7.0,16.0,110.0,114.0,-1.7,-0.2,51.0,7.6923076923076925,10.8,8.8,5170.564,5639.004,1417.3513094699695,3377.9925603829165,2397.671934926443
68,Jalen Brunson,Guard,25.0,79.0,61.0,31.9,118.0,112.0,0.9,0.0,54.900000000000006,17.968749999999996,6.8,10.1,1802.057,1965.319,10706.378754876452,8138.36172124398,9422.370238060215
69,Thomas Bryant,Center,24.0,27.0,9.0,16.3,118.0,113.0,-0.4,-0.7,56.10000000000001,23.63636363636364,13.6,10.3,8666.667,9451.846,1962.0001267384698,5238.403440989324,3600.2017838638967
70,Reggie Bullock,Forward,30.0,68.0,37.0,28.0,111.0,112.0,-1.5,0.0,54.2,8.108108108108107,7.0,7.1,9536.0,10399.938,8091.35967923059,10816.035457455617,9453.697568343103
71,Trey Burke,Guard,29.0,42.0,0.0,10.5,97.0,113.0,-3.6,-1.4,45.1,9.803921568627452,4.2,10.4,3150.0,3435.382,6022.592314966885,4999.2046849050175,5510.898499935951
72,Alec Burks,Guard,30.0,81.0,44.0,28.6,117.0,110.0,-0.4,1.2,49.9,30.000000000000004,9.2,9.7,9536.0,10399.938,12821.315324740188,13069.058134961018,12945.186729850604
73,Jared Butler,Guard,21.0,42.0,1.0,8.6,102.0,109.0,-2.3,0.7,49.7,8.333333333333332,6.8,17.3,925.258,1009.084,3275.892208182266,1352.951817531664,2314.422012856965
74,Jimmy Butler,Forward,32.0,57.0,57.0,33.9,124.0,108.0,4.5,1.9,49.6,47.58620689655172,9.9,10.5,36016.2,39279.18,34101.280186406155,35500.80595242907,34801.04306941762
75,Kentavious Caldwell-Pope,Guard,28.0,77.0,77.0,30.2,109.0,116.0,-0.9,-0.6,53.1,16.666666666666664,6.2,9.8,13038.862,14220.151,14475.24830811432,20256.010762807204,17365.62953546076
76,Facundo Campazzo,Guard,30.0,65.0,4.0,18.2,109.0,111.0,-2.1,1.3,45.9,19.565217391304348,5.5,16.9,3100.0,3380.852,5741.8950483968665,4036.603379318663,4889.2492138577645
77,Clint Capela,Center,27.0,74.0,73.0,27.6,132.0,109.0,2.1,-0.1,61.3,13.414634146341466,23.5,6.1,17603.448,19198.277,9733.287451092392,15458.503413825805,12595.8954324591
78,Jevon Carter,Guard,26.0,66.0,3.0,13.7,110.0,114.0,-1.8,-0.4,51.8,5.2631578947368425,6.6,11.5,4107.149,4479.246,2134.1049906500066,3876.967915751913,3005.53645320096
79,Wendell Carter,Forward,22.0,62.0,61.0,29.9,115.0,110.0,1.0,0.6,57.6,20.909090909090907,18.5,13.1,6920.027,7546.964,11015.704821211804,9231.889123492312,10123.796972352058
80,Alex Caruso,Guard,27.0,41.0,18.0,28.0,110.0,112.0,-2.2,2.3,48.0,22.58064516129032,7.3,16.5,8600.0,9379.139,3281.714221952213,4802.7509621784075,4042.23259206531
81,Willie Cauley-Stein,Center,28.0,20.0,2.0,9.2,103.0,109.0,-4.1,1.1,47.1,5.555555555555556,12.2,16.3,4220.083,4602.412,4570.5963461312895,4544.08295783265,4557.33965198197
82,Justin Champagnie,Forward,20.0,36.0,0.0,7.8,128.0,112.0,-1.3,-0.7,53.7,15.789473684210526,13.9,10.1,462.629,504.542,1031.7635113297858,1476.6789769348927,1254.2212441323393
83,Chris Chiozza,Guard,26.0,34.0,1.0,10.9,88.0,110.0,-5.7,-0.2,40.1,4.166666666666667,5.3,28.0,462.629,504.542,2102.748292456731,2376.2651045768343,2239.5066985167828
84,Marquese Chriss,Forward,24.0,34.0,0.0,10.2,107.0,105.0,-3.8,0.0,49.3,15.384615384615383,16.5,10.3,1292.9,1410.033,1011.1811937214247,2849.847062651572,1930.5141281864983
85,Josh Christopher,Guard,20.0,74.0,2.0,18.0,101.0,117.0,-2.2,-1.3,50.4,16.176470588235293,7.7,17.2,2259.24,2463.921,1887.5800233810887,2471.8062602318937,2179.6931418064914
86,Gary Clark,Forward,27.0,38.0,1.0,9.9,116.0,112.0,0.1,0.0,53.400000000000006,8.695652173913045,13.2,9.8,811.213,884.706,5139.881369554777,1618.1525927837938,3379.0169811692854
87,Brandon Clarke,Forward,25.0,64.0,1.0,19.5,138.0,108.0,3.1,1.1,65.0,18.571428571428573,14.4,6.3,2726.88,2973.928,4776.033977488439,3547.350121603676,4161.692049546057
88,Jordan Clarkson,Guard,29.0,79.0,1.0,27.1,108.0,113.0,0.5,-1.2,50.4,12.765957446808512,7.0,9.8,12420.0,13545.221,9269.288427625905,9763.988025681154,9516.63822665353
89,Nicolas Claxton,Center,22.0,47.0,19.0,20.7,130.0,111.0,0.3,0.2,67.4,19.642857142857142,14.8,11.1,1782.621,1944.122,1690.0228684507701,2380.463047832726,2035.242958141748
90,Amir Coffey,Guard,24.0,69.0,30.0,22.7,120.0,113.0,-0.3,0.0,55.60000000000001,22.058823529411764,6.7,8.0,573.576,625.54,2362.5541954525143,1634.2128916290721,1998.3835435407932
91,John Collins,Forward,24.0,54.0,53.0,30.8,122.0,114.0,1.5,0.0,57.6,21.00840336134453,13.9,7.7,23000.0,25083.744,8151.525234693707,18988.827296937594,13570.176265815651
92,Zach Collins,Center,24.0,28.0,4.0,17.9,112.0,109.0,-1.2,1.0,53.5,34.54545454545455,16.0,19.7,7000.0,7634.183,2382.671403924301,2094.099344963679,2238.3853744439903
93,Mike Conley,Guard,34.0,72.0,72.0,28.6,120.0,111.0,2.4,0.7,54.2,16.363636363636363,5.8,12.5,21000.0,22902.549,20986.207758781704,22653.8484526501,21820.0281057159
94,Pat Connaughton,Forward,29.0,65.0,19.0,26.0,124.0,113.0,0.8,0.3,60.5,9.210526315789473,8.6,6.3,5333.334,5816.521,7287.685492941585,3909.5192927969283,5598.602392869257
95,Tyler Cook,Forward,24.0,20.0,2.0,10.0,126.0,113.0,-3.0,-1.1,60.5,57.89473684210527,14.9,11.8,462.629,504.542,205.6216043383207,756.4221162689946,481.02186030365766
96,DeMarcus Cousins,Center,31.0,48.0,7.0,15.0,105.0,106.0,-1.8,0.2,51.7,29.411764705882355,20.6,18.3,2038.942,2223.664,9572.483583419975,5628.672367914809,7600.577975667392
97,Robert Covington,Forward,31.0,71.0,42.0,27.3,108.0,110.0,-1.6,1.7,54.8,11.428571428571429,11.0,12.4,12975.471,14151.017,14798.134117497018,10492.871186440247,12645.502651968633
98,Torrey Craig,Forward,31.0,78.0,16.0,20.5,110.0,113.0,-1.7,-0.1,54.1,8.771929824561402,10.7,12.6,4878.049,5319.988,5705.261209996513,6711.461696735666,6208.361453366089
99,Jae Crowder,Forward,31.0,67.0,67.0,28.1,109.0,105.0,-1.3,2.4,51.6,13.580246913580249,10.1,8.6,9720.9,10601.59,18033.239204824473,12309.717464156925,15171.4783344907
100,Jarrett Culver,Guard,22.0,37.0,0.0,9.1,93.0,109.0,-5.7,0.3,42.2,11.111111111111112,7.4,11.8,6395.16,6974.546,1043.26275516179,4953.461229390695,2998.3619922762423
101,Cade Cunningham,Guard,20.0,64.0,64.0,32.6,96.0,113.0,-1.1,-0.5,47.1,13.664596273291924,9.2,17.5,10050.12,10960.636,12182.951359728058,4751.211955309304,8467.081657518682
102,Seth Curry,Guard,31.0,64.0,64.0,33.4,115.0,115.0,0.3,-0.9,59.4,11.304347826086955,5.2,12.3,8207.518,8951.099,18154.78213029669,13079.123216702337,15616.952673499514
103,Stephen Curry,Guard,33.0,64.0,64.0,34.5,115.0,108.0,5.4,0.4,55.400000000000006,22.5130890052356,8.3,13.2,45780.966,49928.61,47181.47131029054,37909.69264444612,42545.58197736833
104,Anthony Davis,Center,28.0,40.0,40.0,35.1,115.0,109.0,2.6,1.2,54.2,25.287356321839084,15.1,9.3,35361.36,38565.013,23404.576260089514,21927.60649940402,22666.091379746766
105,Ed Davis,Center,32.0,31.0,3.0,6.5,126.0,106.0,-4.2,2.5,68.8,40.0,17.6,18.4,2641.691,2881.021,1653.6025926988555,3755.5815281262185,2704.5920604125367
106,Terence Davis,Guard,24.0,30.0,11.0,17.9,103.0,113.0,-0.6,-0.4,51.5,13.48314606741573,9.5,10.3,4000.0,4362.39,3712.8653743024015,1840.647337282862,2776.756355792632
107,Dewayne Dedmon,Center,32.0,67.0,15.0,15.9,117.0,105.0,-2.2,1.1,59.8,25.58139534883721,20.6,17.3,5256.308,5732.516,4212.590590010836,5974.662202750657,5093.626396380747
108,DeMar DeRozan,Forward,32.0,76.0,76.0,36.1,117.0,115.0,3.4,-0.9,52.1,33.663366336633665,8.0,9.2,26000.0,28355.537,29428.54629963628,23538.68481279577,26483.615556216027
109,Hamidou Diallo,Guard,23.0,58.0,29.0,21.9,107.0,111.0,-1.2,0.7,51.8,17.582417582417584,11.8,9.0,5200.0,5671.107,4191.852067207504,4910.6879296523075,4551.269998429905
110,Gorgui Dieng,Center,32.0,44.0,3.0,8.4,123.0,111.0,1.4,0.8,60.3,16.0,17.8,13.9,4000.0,4362.39,11049.262837430191,5121.7907310581,8085.526784244146
111,Spencer Dinwiddie,Guard,28.0,67.0,51.0,29.6,114.0,115.0,0.8,-0.4,49.3,26.36363636363636,7.8,10.9,19314.284,21064.111,16456.18276270596,18867.78156998434,17661.98216634515
112,Donte DiVincenzo,Guard,25.0,42.0,1.0,24.0,102.0,113.0,-1.8,-0.5,46.1,21.25,9.1,16.2,4675.83,5099.448,4612.226302905436,4365.705856234477,4488.9660795699565
113,Luka Doncic,Guard,22.0,65.0,65.0,35.4,110.0,107.0,6.4,1.8,52.900000000000006,25.925925925925924,14.3,15.3,10174.391,11096.166,36134.987186412414,11230.71640445329,23682.851795432853
114,Luguentz Dort,Guard,22.0,51.0,51.0,32.6,104.0,115.0,-1.5,-0.7,49.3,22.53521126760564,6.5,9.8,1782.621,1944.122,6331.0284596271695,5493.290655008088,5912.159557317629
115,Ayo Dosunmu,Guard,22.0,77.0,40.0,27.4,113.0,115.0,-1.9,-0.1,58.5,10.144927536231885,5.7,15.9,925.258,1009.084,1748.0854829177038,3768.330366830431,2758.2079248740674
116,Goran Dragic,Guard,35.0,21.0,8.0,23.7,102.0,114.0,-2.8,-0.5,43.0,18.05555555555556,7.1,17.0,19348.907,21101.87,5118.563423874674,5317.791892301004,5218.1776580878395
117,Andre Drummond,Center,28.0,73.0,36.0,19.7,114.0,102.0,-0.1,1.4,56.99999999999999,20.338983050847457,26.2,18.5,2401.537,2619.11,11982.494662525847,4171.246667354453,8076.87066494015
118,Chris Duarte,Guard,24.0,55.0,39.0,28.0,104.0,117.0,-1.2,-1.1,50.7,14.15929203539823,8.2,11.8,3749.4,4089.086,4029.3709299654283,4902.548950928246,4465.959940446837
119,David Duke,Guard,22.0,22.0,7.0,15.5,104.0,113.0,-3.0,-0.9,40.3,16.3265306122449,10.7,7.1,462.629,504.542,1284.2381231573486,654.3138475866808,969.2759853720147
120,Kevin Durant,Forward,33.0,55.0,55.0,37.2,121.0,112.0,6.4,0.7,56.99999999999999,33.497536945812804,10.8,12.9,42018.9,45825.71,46182.73550219186,38585.23297910155,42383.98424064671
121,Anthony Edwards,Guard,20.0,72.0,72.0,34.3,108.0,112.0,1.6,-0.4,52.7,17.91907514450867,7.5,12.2,10245.48,11173.695,13933.904934856067,9428.33125741311,11681.118096134589
122,Kessler Edwards,Forward,21.0,48.0,23.0,20.6,100.0,113.0,-3.1,-0.8,50.2,5.357142857142858,9.5,13.2,463.211,505.176,4192.220000482194,1253.8585455263465,2723.0392730042704
123,CJ Elleby,Forward,21.0,58.0,28.0,20.2,102.0,117.0,-3.8,-1.5,45.3,18.867924528301888,10.6,14.0,1517.981,1655.506,2200.1633610291497,2414.2130313491607,2307.188196189155
124,Wayne Ellington,Guard,34.0,43.0,9.0,18.8,113.0,116.0,-0.7,-0.6,58.6,3.6363636363636367,5.1,7.3,2641.691,2881.021,6605.776875836613,3304.815808346828,4955.29634209172
125,Joel Embiid,Center,27.0,68.0,68.0,33.8,119.0,105.0,7.2,2.0,53.400000000000006,48.97959183673469,19.4,11.3,31579.39,34440.406,40734.542738865726,18467.632113266034,29601.087426065882
126,Drew Eubanks,Center,24.0,71.0,31.0,17.5,120.0,113.0,-0.5,-0.9,60.2,26.923076923076923,16.5,15.9,2239.82,2442.742,2274.890001525954,2756.773095994149,2515.8315487600516
127,Derrick Favors,Center,30.0,39.0,18.0,16.7,118.0,112.0,-2.3,0.3,52.2,8.51063829787234,14.5,4.5,9720.9,10601.59,4365.134253706829,7604.420523033282,5984.777388370056
128,Bruno Fernando,Center,23.0,30.0,0.0,5.1,116.0,110.0,-0.4,0.2,66.4,27.77777777777778,19.8,17.6,1782.621,1944.122,2450.7136730834304,2360.3928255571295,2405.55324932028
129,Dorian Finney-Smith,Forward,28.0,80.0,80.0,33.1,119.0,110.0,0.1,0.7,59.5,8.045977011494253,7.9,9.9,4000.0,4362.39,15560.244417795604,9535.051973382373,12547.648195588989
130,Malachi Flynn,Guard,23.0,44.0,5.0,12.2,113.0,112.0,-1.8,0.4,47.5,7.142857142857142,6.4,6.3,2048.04,2233.587,1694.6350750266638,2200.259686772049,1947.4473808993564
131,Bryn Forbes,Guard,28.0,75.0,2.0,17.1,109.0,117.0,-0.7,-2.2,54.2,15.27777777777778,3.9,8.8,4500.0,4907.689,5905.429419786318,5390.824440531605,5648.126930158962
132,Trent Forrest,Guard,23.0,60.0,6.0,12.8,111.0,112.0,-2.3,1.2,50.6,23.07692307692308,7.1,21.4,463.211,505.176,1278.8095369752716,1089.9550652496403,1184.382301112456
133,Evan Fournier,Guard,29.0,80.0,80.0,29.5,109.0,113.0,-0.4,-0.3,54.1,8.264462809917356,4.8,9.4,17142.857,18695.958,16681.69455915038,18667.91244254268,17674.80350084653
134,De'Aaron Fox,Guard,24.0,59.0,59.0,35.3,107.0,117.0,0.6,-1.2,50.6,23.783783783783782,6.0,11.9,28103.5,30649.609,9494.299911478227,16580.976168647565,13037.638040062895
