,Player,Pos,Age,G,GS,MP,ORtg,DRtg,OBPM,DBPM,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,Rating Model Salary,Four Factors Salary,Average Predicted Salary
283,Malik Monk,Guard,23.0,76.0,37.0,28.1,112.0,115.0,0.5,-1.0,57.8,11.009174311926603,6.4,12.2,1789.256,1951.358,4296.568116015429,2338.4340120961597,3317.5010640557944
284,Moses Moody,Guard,19.0,52.0,11.0,11.7,115.0,111.0,-1.4,-1.1,54.6,14.285714285714285,7.2,6.1,3562.2,3884.926,1592.9853054431032,4020.217771054046,2806.601538248575
285,Ja Morant,Guard,22.0,57.0,57.0,33.1,116.0,111.0,6.2,-0.1,53.0,26.699029126213592,9.0,12.6,9603.36,10473.401,25862.782194621002,11731.307301587132,18797.04474810407
286,Marcus Morris,Forward,32.0,54.0,54.0,29.0,108.0,112.0,-0.3,-1.0,50.7,18.75,8.1,8.4,15627.907,17043.757,19199.026462691676,18899.78856135493,19049.407512023303
287,Monte Morris,Guard,26.0,75.0,74.0,29.9,120.0,115.0,0.8,-0.8,56.39999999999999,9.70873786407767,5.6,8.8,8449.074,9214.539,9168.10821395757,10275.389557783397,9721.748885870484
288,Trey Murphy,Forward,21.0,62.0,1.0,13.9,120.0,115.0,0.2,-1.4,52.2,15.555555555555555,9.4,5.1,3053.76,3330.423,2396.542103630183,3208.112490926156,2802.3272972781697
289,Dejounte Murray,Guard,25.0,68.0,68.0,34.8,113.0,108.0,3.7,1.7,50.0,15.846994535519125,12.5,11.8,15428.88,16826.699,24315.39984215541,16477.438502655794,20396.4191724056
290,Mike Muscala,Center,30.0,43.0,0.0,13.8,124.0,110.0,3.8,1.2,59.7,18.96551724137932,11.2,4.9,3500.0,3817.091,17605.317208908193,4873.651475651174,11239.484342279684
291,Aaron Nesmith,Forward,22.0,52.0,3.0,11.0,95.0,108.0,-4.9,0.7,48.1,11.428571428571429,8.4,13.8,3631.2,3960.177,1267.043380155974,3756.503638388604,2511.773509272289
292,Raul Neto,Guard,29.0,70.0,19.0,19.6,108.0,116.0,-2.5,-0.5,50.2,19.047619047619047,5.4,13.9,2089.448,2278.746,3879.724790108745,3051.398144720467,3465.561467414606
293,Georges Niang,Forward,28.0,76.0,7.0,22.8,113.0,115.0,-0.8,-1.1,57.49999999999999,9.459459459459458,6.5,9.1,3300.0,3598.972,5698.280526989212,3755.4930400022918,4726.886783495752
294,Daishen Nix,Guard,19.0,24.0,0.0,10.9,92.0,116.0,-5.4,-1.0,45.5,25.0,6.9,24.5,923.078,1006.706,1047.8309039212102,2247.1945965426457,1647.5127502319278
295,Zeke Nnaji,Forward,21.0,41.0,1.0,17.0,123.0,113.0,-0.7,-1.6,61.6,22.22222222222222,11.8,9.7,2498.76,2725.141,1752.1500593163573,2330.0338601071053,2041.0919597117313
296,Nerlens Noel,Center,27.0,25.0,11.0,22.5,119.0,105.0,-3.1,3.3,53.3,33.333333333333336,13.5,21.5,8800.0,9597.258,1561.8855279421962,6920.2343013575555,4241.059914649876
297,Jaylen Nowell,Guard,22.0,62.0,1.0,15.7,121.0,115.0,1.5,-0.7,55.1,17.91044776119403,6.8,7.4,1782.621,1944.122,2943.683268311339,2438.530661817525,2691.106965064432
298,Frank Ntilikina,Guard,23.0,58.0,5.0,11.8,104.0,110.0,-2.8,0.9,48.4,10.526315789473683,6.4,11.7,1789.256,1951.358,1620.2520718098365,1926.692134356856,1773.4721030833462
299,Jusuf Nurkic,Center,27.0,56.0,56.0,28.2,112.0,112.0,0.1,0.2,54.8,30.8411214953271,21.5,16.6,12000.0,13087.17,11593.010727946126,16595.49436017368,14094.252544059904
300,David Nwaba,Forward,29.0,46.0,4.0,13.2,117.0,113.0,-0.6,0.0,52.6,26.31578947368421,13.6,9.3,4650.0,5071.278,7370.418625075965,6460.5052017661965,6915.461913421081
301,Jordan Nwora,Forward,23.0,62.0,13.0,19.1,100.0,113.0,-2.7,-1.5,48.8,8.0,9.9,10.6,1517.981,1655.506,1942.8133688395646,2235.4344949522615,2089.1239318959133
302,Royce O'Neale,Forward,28.0,77.0,77.0,31.2,122.0,111.0,-0.8,1.7,59.1,10.344827586206897,8.4,14.4,8800.0,9597.258,11951.325902406861,11679.253612940496,11815.28975767368
303,Semi Ojeleye,Forward,27.0,30.0,0.0,13.5,101.0,114.0,-4.1,-1.6,37.9,24.24242424242425,9.7,7.5,1789.256,1951.358,1832.0122616272895,2285.341196229578,2058.676728928434
304,Chuma Okeke,Forward,23.0,70.0,20.0,25.0,101.0,109.0,-1.6,1.5,47.8,9.756097560975611,10.5,8.6,3277.08,3573.975,3024.303731867776,3640.40659176154,3332.355161814658
305,Josh Okogie,Guard,23.0,49.0,6.0,10.5,107.0,112.0,-3.7,0.9,47.1,33.33333333333333,7.3,15.4,4087.904,4458.258,1058.7389645624007,3464.9836351733134,2261.8612998678573
306,Onyeka Okongwu,Center,21.0,48.0,6.0,20.7,138.0,111.0,0.0,0.8,69.0,36.17021276595744,15.6,13.8,6104.28,6657.312,1127.9373114822904,6153.053447898575,3640.4953796904324
307,Isaac Okoro,Forward,21.0,67.0,61.0,29.6,120.0,113.0,-2.4,0.7,54.400000000000006,28.125,5.6,10.4,6720.72,7329.6,3247.704860167396,8038.105499836262,5642.90518000183
308,KZ Okpala,Forward,22.0,21.0,0.0,11.6,113.0,110.0,-3.2,0.4,50.0,12.121212121212125,9.5,6.3,1782.621,1944.122,826.0961509093246,2336.8020095969723,1581.4490802531484
309,Kelly Olynyk,Center,30.0,40.0,1.0,19.1,112.0,112.0,0.5,1.0,51.7,23.61111111111111,12.5,15.1,12195.122,13299.97,12080.936208512714,8264.79420110521,10172.86520480896
310,Cedi Osman,Forward,26.0,66.0,3.0,22.2,111.0,112.0,-0.3,0.5,54.400000000000006,14.942528735632186,5.5,9.6,8133.334,8870.194,4216.548988905443,7239.393201773289,5727.971095339366
311,Kelly Oubre,Forward,26.0,76.0,13.0,26.3,111.0,115.0,0.2,-1.6,54.2,13.821138211382111,8.0,6.2,12000.0,13087.17,4264.111843823801,8787.215724526779,6525.66378417529
312,Kevin Pangos,Guard,29.0,24.0,3.0,6.9,99.0,115.0,-4.7,-1.4,39.1,5.2631578947368425,3.7,12.8,1569.178,1711.341,3325.096399211042,3373.0451672512277,3349.0707832311346
313,Eric Paschall,Forward,25.0,58.0,3.0,12.7,123.0,115.0,0.5,-1.0,56.99999999999999,26.829268292682933,7.9,9.0,1782.621,1944.122,3265.0387365531096,2498.227103943314,2881.632920248212
314,Chris Paul,Guard,36.0,65.0,65.0,32.9,124.0,107.0,3.1,2.3,53.6,23.00884955752212,7.1,15.6,30800.0,33590.405,25518.04785806142,29247.45320630464,27382.750532183032
315,Cameron Payne,Guard,27.0,58.0,12.0,22.0,104.0,109.0,-0.4,0.4,46.9,12.871287128712872,7.3,14.1,6500.0,7088.884,6084.192057850975,5058.810316968157,5571.501187409566
316,Elfrid Payton,Guard,27.0,50.0,1.0,11.0,87.0,108.0,-4.6,1.2,39.4,5.714285714285714,8.6,19.9,2239.544,2442.441,4282.254784992482,2515.844265878257,3399.0495254353696
317,Gary Payton II,Guard,29.0,71.0,16.0,17.6,129.0,103.0,0.3,3.4,67.9,10.416666666666668,10.8,9.8,1669.178,1820.401,5402.136056166258,3088.502536340835,4245.319296253547
318,Mason Plumlee,Center,31.0,73.0,73.0,24.6,122.0,111.0,-1.5,1.5,64.1,20.454545454545453,16.7,20.2,9248.333,10086.209,10591.723361617156,10777.40585659996,10684.564609108558
319,Jakob Poeltl,Center,26.0,68.0,67.0,29.0,123.0,110.0,0.9,0.7,61.9,14.285714285714285,16.9,12.7,8750.0,9542.728,10083.623930189911,11248.49267664767,10666.058303418791
320,Aleksej Pokusevski,Forward,20.0,61.0,12.0,20.2,96.0,111.0,-2.7,0.1,47.0,8.0,13.3,16.4,3113.16,3395.204,3292.2711622615143,3693.6020419406063,3492.93660210106
321,Jordan Poole,Guard,22.0,76.0,51.0,30.0,112.0,110.0,1.3,-0.3,54.8,23.021582733812952,6.2,13.7,2161.44,2357.261,9367.581740781077,3565.471934941286,6466.526837861182
322,Kevin Porter,Guard,21.0,61.0,61.0,31.3,103.0,117.0,-0.1,-1.6,51.1,15.151515151515152,7.7,17.7,1782.621,1944.122,11319.277755253901,4164.938739641078,7742.10824744749
323,Otto Porter,Forward,28.0,63.0,15.0,22.2,121.0,104.0,1.0,2.1,56.00000000000001,12.121212121212125,14.2,7.7,2389.641,2606.136,10126.658313433269,4233.913141569313,7180.28572750129
324,Bobby Portis,Center,26.0,72.0,59.0,28.2,115.0,110.0,1.2,-1.0,55.50000000000001,9.917355371900827,17.2,8.9,4347.6,4741.482,11806.174898258496,6051.136058357789,8928.655478308143
325,Kristaps Porzingis,Forward,26.0,51.0,51.0,29.0,116.0,107.0,3.3,0.6,51.0,32.66666666666667,15.4,8.3,31650.6,34518.067,21472.223463720587,24341.49354616661,22906.8585049436
326,Dwight Powell,Center,30.0,82.0,71.0,21.9,142.0,110.0,0.4,0.5,68.7,40.81632653061224,12.5,11.5,11080.125,12083.957,7716.616179863402,15820.806622664424,11768.711401263914
327,Norman Powell,Forward,28.0,45.0,41.0,32.4,116.0,119.0,1.2,-1.5,54.900000000000006,31.343283582089555,5.4,8.9,15517.242,16923.066,20342.81352659436,16649.147588074244,18495.980557334304
328,Taurean Prince,Forward,27.0,69.0,8.0,17.1,112.0,112.0,-1.0,0.0,56.39999999999999,15.789473684210526,7.9,11.1,13334.375,14542.437,3069.787979423356,7691.830566723354,5380.809273073355
329,Payton Pritchard,Guard,24.0,71.0,2.0,14.1,120.0,110.0,1.7,0.1,56.39999999999999,5.660377358490567,7.2,9.7,2137.44,2331.086,3148.2826161828725,2373.7632414645636,2761.022928823718
330,Immanuel Quickley,Guard,22.0,78.0,3.0,23.1,114.0,112.0,0.2,0.0,48.7,24.73118279569892,7.4,10.9,2210.64,2410.918,2360.5643685132472,2005.1966753135976,2182.8805219134224
331,Julius Randle,Forward,27.0,72.0,72.0,35.3,102.0,109.0,0.4,0.2,45.9,24.277456647398843,15.1,14.7,19800.0,21593.832,17243.90348708246,18739.877322888155,17991.890404985308
332,Austin Reaves,Guard,23.0,61.0,19.0,23.2,123.0,116.0,-1.3,-0.6,54.2,30.76923076923077,7.3,9.8,925.258,1009.084,697.7398212621301,1513.289020356809,1105.5144208094696
333,Cam Reddish,Forward,22.0,49.0,7.0,20.7,105.0,114.0,-1.0,-0.3,48.5,25.301204819277107,5.7,11.1,4670.16,5093.265,3673.6423931613194,4240.184635413455,3956.9135142873874
334,Davon Reed,Guard,26.0,48.0,5.0,13.9,123.0,112.0,-0.6,0.3,61.8,5.882352941176471,9.0,8.7,532.398,580.631,2693.4548839163717,2851.2599285039873,2772.3574062101798
335,Paul Reed,Center,22.0,38.0,2.0,7.9,122.0,100.0,-0.8,2.9,57.3,8.0,17.0,8.9,1517.981,1655.506,2458.8985755133635,2545.027831290761,2501.9632034020624
336,Naz Reid,Center,22.0,77.0,6.0,15.8,113.0,109.0,-0.5,0.5,54.900000000000006,24.19354838709677,13.3,13.2,1782.621,1944.122,2263.8325620655455,2421.5634141506534,2342.6979881080997
337,Nick Richards,Center,24.0,50.0,5.0,7.3,122.0,113.0,-2.6,-0.2,66.7,33.33333333333333,12.4,18.1,1517.981,1655.506,616.0138963174569,2438.150138257512,1527.0820172874844
338,Josh Richardson,Guard,28.0,65.0,7.0,24.6,113.0,110.0,-0.6,0.7,53.400000000000006,18.292682926829272,6.2,10.2,11615.328,12667.648,7375.182845828068,9573.994070667246,8474.588458247657
339,Austin Rivers,Guard,29.0,67.0,18.0,22.1,104.0,115.0,-3.5,-0.3,53.0,9.615384615384617,4.3,12.8,2401.537,2619.11,3416.956827738893,2956.1737170827696,3186.5652724108313
340,Duncan Robinson,Guard,27.0,79.0,68.0,25.9,113.0,112.0,-0.3,-0.3,55.900000000000006,6.521739130434782,5.6,7.4,15650.0,17067.852,9348.893099333965,14553.831934984557,11951.362517159261
341,Justin Robinson,Guard,24.0,25.0,0.0,12.2,85.0,116.0,-6.4,-1.3,39.8,5.405405405405405,3.7,15.0,265.953,290.047,781.6491758037903,840.6822225707961,811.1656991872932
342,Mitchell Robinson,Center,23.0,72.0,62.0,25.7,143.0,106.0,1.0,1.2,76.1,25.0,17.9,12.4,1802.057,1965.319,3340.4063460941456,3948.5608612857995,3644.4836036899724
343,Jeremiah Robinson-Earl,Center,21.0,49.0,36.0,22.2,108.0,113.0,-1.9,-0.4,50.3,12.121212121212125,13.0,10.1,2000.0,2181.195,4374.206222629528,5079.916265211496,4727.061243920512
344,Isaiah Roby,Forward,23.0,45.0,28.0,21.1,120.0,111.0,0.4,0.2,58.2,23.61111111111111,11.8,10.3,1782.621,1944.122,4914.523136816228,2356.596505405292,3635.55982111076
345,Rajon Rondo,Guard,35.0,39.0,1.0,17.9,101.0,111.0,-2.4,0.7,47.4,11.11111111111111,8.5,26.6,7500.0,8179.481,7349.229366826817,6009.052258361583,6679.1408125942
346,Derrick Rose,Guard,33.0,26.0,4.0,24.5,112.0,112.0,2.3,0.0,51.3,11.428571428571429,6.6,11.9,13445.12,14663.215,15826.550657791962,4407.951159996696,10117.25090889433
347,Terrence Ross,Guard,30.0,63.0,0.0,23.0,100.0,116.0,-2.5,-1.1,46.7,20.454545454545453,5.9,10.9,12500.0,13632.469,6188.842020069265,11878.160453197566,9033.501236633416
348,Terry Rozier,Guard,27.0,73.0,73.0,33.7,117.0,115.0,2.4,-0.7,53.900000000000006,13.125,6.8,7.2,17905.263,19527.436,14725.537772239446,18203.68523308563,16464.611502662538
349,Ricky Rubio,Guard,31.0,34.0,8.0,28.5,102.0,108.0,-1.0,1.2,43.4,21.487603305785125,8.0,16.5,17800.0,19412.636,11207.650862449475,9098.00664889312,10152.828755671297
350,D'Angelo Russell,Guard,25.0,65.0,65.0,32.0,112.0,115.0,2.2,-1.5,50.2,20.0,5.6,13.2,30013.5,32732.65,17600.675458393936,24967.197507371046,21283.93648288249
351,Domantas Sabonis,Center,25.0,62.0,61.0,34.5,121.0,113.0,3.2,0.9,59.8,32.0,19.5,17.5,18500.0,20176.055,19351.41353474701,20584.356384986495,19967.88495986675
352,Olivier Sarr,Center,22.0,22.0,2.0,19.1,123.0,114.0,-2.7,-1.3,63.9,23.913043478260875,11.4,16.2,223.339,243.572,342.9298680748838,714.5960046253557,528.7629363501197
353,Admiral Schofield,Forward,24.0,38.0,1.0,12.3,102.0,115.0,-4.2,-1.2,51.9,8.823529411764707,10.0,13.4,723.741,789.309,1061.271734095923,2552.713810113876,1806.9927721048996
354,Landry Shamet,Guard,24.0,69.0,14.0,20.8,111.0,112.0,-0.9,-0.4,52.1,14.285714285714285,4.7,7.3,3768.342,4109.744,1727.1308853333753,3699.238920645114,2713.1849029892446
355,Day'Ron Sharpe,Forward,20.0,32.0,8.0,12.2,118.0,111.0,-0.3,-2.5,58.4,17.02127659574468,22.3,15.2,2009.16,2191.185,2283.4948003044055,2145.1206668460554,2214.3077335752305
356,Pascal Siakam,Forward,27.0,68.0,68.0,37.9,116.0,110.0,2.7,0.8,52.5,23.59550561797753,12.2,11.6,33003.936,35994.012,18726.7060177731,18268.34163057452,18497.52382417381
357,Anfernee Simons,Guard,22.0,57.0,30.0,29.5,112.0,121.0,1.9,-2.7,55.50000000000001,12.85714285714286,4.9,11.9,3938.818,4295.665,6500.958411736214,4536.146261722813,5518.552336729514
358,Jericho Sims,Forward,23.0,41.0,5.0,13.5,129.0,109.0,-2.8,1.1,72.2,23.07692307692308,16.4,23.1,462.629,504.542,363.7065213825982,1028.1295715244792,695.9180464535386
359,Marcus Smart,Guard,27.0,71.0,71.0,32.3,110.0,107.0,-1.2,1.7,50.1,19.8019801980198,6.4,16.6,13839.285,15093.09,9460.917692605502,15907.686597594367,12684.302145099935
360,Dennis Smith,Guard,24.0,37.0,4.0,17.2,101.0,114.0,-2.8,1.2,43.4,21.5686274509804,7.6,19.0,1789.256,1951.358,2295.673250499762,2180.4883244094567,2238.0807874546094
361,Jalen Smith,Forward,21.0,51.0,8.0,18.1,119.0,111.0,0.9,-1.4,56.00000000000001,21.73913043478261,18.2,9.6,4458.0,4861.884,3473.201910906008,3605.0545500484936,3539.128230477251
362,Tony Snell,Guard,30.0,53.0,12.0,15.5,106.0,119.0,-3.4,-0.8,53.5,3.125,6.9,9.9,2389.641,2606.136,3496.645870540308,6580.260871953329,5038.453371246818
363,Lance Stephenson,Guard,31.0,46.0,1.0,17.7,107.0,117.0,-1.6,-1.6,49.7,20.0,8.7,16.7,1614.825,1761.124,7242.505316070487,2816.5389250968115,5029.52212058365
364,Lamar Stevens,Forward,24.0,63.0,13.0,16.1,107.0,110.0,-3.2,0.3,51.7,15.686274509803924,8.9,10.4,1517.981,1655.506,1196.1022445953283,2155.6106078435487,1675.8564262194386
365,Isaiah Stewart,Center,20.0,71.0,71.0,25.6,113.0,112.0,-2.5,-0.8,52.6,14.492753623188406,18.4,13.7,3277.08,3573.975,4056.967440494713,5221.300875030084,4639.134157762399
366,Max Strus,Forward,25.0,68.0,16.0,23.3,116.0,112.0,1.4,-0.4,60.2,7.228915662650602,7.2,8.8,1669.178,1820.401,5510.594521338904,2803.909389618893,4157.251955478899
367,Jalen Suggs,Guard,20.0,48.0,45.0,27.2,88.0,112.0,-5.3,-0.2,40.0,22.807017543859647,6.9,18.7,6592.92,7190.222,5650.1657217150705,6036.08514906902,5843.125435392045
368,Keifer Sykes,Guard,28.0,32.0,11.0,17.7,94.0,120.0,-4.4,-2.5,43.4,8.47457627118644,4.4,14.3,558.345,608.929,4100.83415861943,1865.9203695083056,2983.377264063868
369,Jae'Sean Tate,Forward,26.0,78.0,77.0,26.4,111.0,116.0,-1.3,-0.5,54.1,18.27956989247312,11.2,14.6,1517.981,1655.506,7923.962956875874,14916.084879114895,11420.023917995384
370,Jayson Tatum,Forward,23.0,76.0,76.0,35.9,113.0,106.0,4.3,0.6,52.6,25.728155339805824,12.1,10.9,28103.5,30649.609,21895.49842818365,19087.645930254093,20491.57217921887
371,Terry Taylor,Guard,22.0,33.0,7.0,21.6,135.0,119.0,2.2,-2.7,64.1,16.417910447761194,13.4,8.7,895.125,976.221,1513.1071524934134,1262.8353811004542,1387.9712667969338
372,Garrett Temple,Guard,35.0,59.0,16.0,18.6,101.0,113.0,-2.8,0.3,47.6,10.0,7.2,11.8,4910.0,5354.834,5425.253096173715,5200.8327963798665,5313.042946276791
373,Daniel Theis,Center,29.0,47.0,27.0,20.8,113.0,112.0,-1.9,-0.2,57.6,16.129032258064516,12.7,12.5,8280.351,9030.53,8683.569325738485,9913.266879975785,9298.418102857135
374,Cam Thomas,Guard,20.0,67.0,2.0,17.6,103.0,115.0,-2.0,-1.4,48.0,17.333333333333336,7.5,9.1,2036.28,2220.762,1876.2371983880187,2409.925876204353,2143.0815372961856
375,Isaiah Thomas,Guard,32.0,22.0,1.0,15.1,104.0,117.0,-1.9,-2.6,48.5,13.157894736842104,4.6,7.8,910.926,993.452,6400.436668694813,3643.106671156869,5021.771669925842
376,Matt Thomas,Guard,27.0,40.0,0.0,11.5,113.0,117.0,-1.2,-1.4,54.1,11.764705882352942,6.1,5.3,1669.178,1820.401,3024.549886700242,2269.9423908749777,2647.24613878761
377,Klay Thompson,Guard,31.0,32.0,32.0,29.4,107.0,110.0,2.6,-1.6,52.900000000000006,7.82122905027933,7.3,6.7,37980.72,41421.681,24304.626399820005,26704.199668595178,25504.41303420759
378,Tristan Thompson,Forward,30.0,57.0,6.0,15.7,112.0,114.0,-1.6,-1.5,53.0,23.404255319148938,17.7,12.4,9946.611,10847.749,5370.926991116853,7589.455668129569,6480.191329623211
379,JT Thor,Forward,19.0,33.0,0.0,7.9,108.0,114.0,-3.1,0.1,50.0,23.529411764705884,8.7,13.6,1250.0,1363.246,1415.2625700027224,1599.3354940408253,1507.2990320217739
380,Matisse Thybulle,Guard,24.0,66.0,50.0,25.5,116.0,108.0,-2.2,3.3,57.49999999999999,11.11111111111111,5.0,10.9,2840.16,3097.471,3456.3576017230366,4208.307950184958,3832.332775953997
381,Killian Tillie,Center,23.0,36.0,3.0,12.8,101.0,109.0,-3.8,1.1,44.5,2.857142857142857,6.8,9.1,1901.625,2073.907,1817.1514510153074,2447.136803934892,2132.1441274750996
382,Xavier Tillman,Forward,23.0,53.0,2.0,13.2,112.0,107.0,-1.1,1.8,47.7,21.951219512195124,12.0,12.1,1517.981,1655.506,2590.205700295197,2006.9514843009724,2298.578592298085
383,Obi Toppin,Forward,23.0,72.0,10.0,17.1,120.0,111.0,1.7,0.3,58.6,19.6969696969697,11.7,9.6,5105.16,5567.675,3460.578196588077,4358.762204090847,3909.670200339462
384,Juan Toscano-Anderson,Forward,28.0,73.0,6.0,13.6,106.0,106.0,-3.3,2.4,54.900000000000006,15.625,9.7,20.4,1701.593,1855.753,4763.795773669581,4940.2075198469365,4852.001646758259
385,Karl-Anthony Towns,Center,26.0,74.0,74.0,33.5,121.0,110.0,4.5,0.5,59.1,31.70731707317074,15.7,13.7,31650.6,34518.067,22845.841692162077,25089.59945318914,23967.720572675607
386,Gary Trent Jr,Guard,23.0,70.0,69.0,35.0,114.0,112.0,-0.1,0.3,51.1,16.129032258064516,4.2,5.8,16225.0,17694.945,6846.192042119812,12164.306131611365,9505.249086865588
387,PJ Tucker,Forward,36.0,71.0,70.0,27.9,120.0,110.0,-0.8,1.4,57.7,10.0,11.1,12.7,7000.0,7634.183,11705.027071441225,8200.827185977685,9952.927128709456
388,Myles Turner,Center,25.0,42.0,42.0,29.4,117.0,111.0,0.1,1.4,58.7,20.212765957446805,13.4,10.9,18000.0,19630.756,11749.04932696323,18211.331139953505,14980.190233458368
389,Jonas Valanciunas,Center,29.0,74.0,74.0,30.3,118.0,111.0,2.0,-0.1,57.4,25.196850393700792,20.8,14.4,14000.0,15268.366,22464.281723088585,16697.172570747578,19580.72714691808
390,Denzel Valentine,Guard,28.0,24.0,0.0,9.3,98.0,110.0,-3.1,0.4,52.3,0.0,10.4,15.4,1005.633,1096.74,6711.85012735163,2034.693388316897,4373.271757834264
391,Jarred Vanderbilt,Forward,22.0,74.0,67.0,25.4,127.0,108.0,-0.8,1.0,59.0,24.489795918367346,17.8,14.8,4050.0,4416.92,3751.767246245629,6879.163687576641,5315.465466911135
392,Fred VanVleet,Guard,27.0,65.0,65.0,37.9,115.0,111.0,3.1,0.5,51.3,17.751479289940832,6.4,12.5,19675.926,21458.517,21307.909191342485,22109.71717477358,21708.81318305803
393,Devin Vassell,Forward,21.0,71.0,32.0,27.3,109.0,112.0,-0.5,0.0,51.6,11.11111111111111,8.3,6.7,4235.16,4618.855,4939.249151977455,3922.4095517099045,4430.829351843679
394,Gabe Vincent,Guard,25.0,68.0,27.0,23.4,107.0,111.0,-1.9,0.5,53.3,8.0,4.5,15.4,1669.178,1820.401,4357.061009669776,3808.721363121049,4082.891186395412
395,Nikola Vucevic,Center,31.0,73.0,73.0,33.1,107.0,110.0,0.8,0.1,51.8,8.227848101265822,18.7,10.1,24000.0,26174.341,25292.851952855737,20941.41139112952,23117.13167199263
396,Dean Wade,Forward,25.0,51.0,28.0,19.2,122.0,111.0,-1.9,1.3,57.4,9.30232558139535,8.5,6.5,1782.621,1944.122,2881.02757682354,4157.089298805746,3519.058437814643
397,Franz Wagner,Forward,20.0,79.0,79.0,30.7,110.0,114.0,-0.4,-0.3,51.7,19.51219512195122,7.7,10.0,5007.84,5461.538,8516.403615670015,6628.032943269885,7572.21827946995
398,Moritz Wagner,Center,24.0,63.0,3.0,15.2,118.0,112.0,1.5,0.1,58.1,26.984126984126984,12.8,11.0,1729.217,1885.879,4062.7370833745094,2380.370600617208,3221.5538419958584
399,Kemba Walker,Guard,31.0,37.0,37.0,25.6,112.0,113.0,0.7,-0.2,50.1,16.0,6.3,10.7,34967.442,38135.407,16167.658293214972,13723.924141768242,14945.791217491607
400,Lonnie Walker,Guard,23.0,70.0,6.0,23.0,103.0,115.0,-1.2,-1.3,48.0,15.596330275229356,5.9,7.9,4447.896,4850.864,2175.4872315986627,3950.8311714918286,3063.1592015452457
401,Brad Wanamaker,Guard,32.0,23.0,2.0,13.9,100.0,118.0,-5.3,-0.5,39.0,30.303030303030305,6.8,20.7,814.918,888.747,2801.1292462266365,5839.6204676133575,4320.374856919997
402,PJ Washington,Center,23.0,65.0,28.0,27.2,114.0,113.0,-0.2,0.2,57.3,10.975609756097562,10.1,12.6,4215.12,4596.999,4352.670656717836,4425.55392239494,4389.112289556388
403,Yuta Watanabe,Forward,27.0,38.0,4.0,11.7,106.0,110.0,-1.9,0.0,50.4,16.666666666666664,11.2,10.9,1762.796,1922.501,4354.434424040104,2588.829638556387,3471.6320312982457
404,Lindy Waters III,Guard,24.0,25.0,1.0,18.6,110.0,112.0,-0.8,-0.8,55.7,2.857142857142857,8.1,5.8,159.527,173.979,2391.266041653942,1361.460520782996,1876.363281218469
405,Trendon Watford,Forward,21.0,48.0,10.0,18.1,118.0,116.0,-1.4,-0.4,54.900000000000006,26.785714285714285,12.6,12.5,768.83,838.484,1807.8603367779838,1771.0762880327406,1789.4683124053622
406,Russell Westbrook,Guard,33.0,78.0,78.0,34.3,102.0,114.0,-0.7,-0.9,47.6,21.51898734177215,11.6,17.3,44211.146,48216.568,19508.624712080044,19252.28551450663,19380.455113293337
407,Coby White,Guard,21.0,61.0,17.0,27.5,111.0,117.0,-0.4,-1.7,53.900000000000006,12.264150943396228,6.1,9.3,5837.76,6366.646,2639.648368655676,4803.810674060822,3721.7295213582493
408,Derrick White,Guard,27.0,75.0,52.0,29.3,114.0,112.0,0.4,0.6,49.3,25.233644859813086,6.3,11.6,15678.571,17099.011,9912.95834625116,11612.518583431138,10762.73846484115
409,Hassan Whiteside,Center,32.0,65.0,8.0,17.9,132.0,104.0,0.6,1.4,65.2,31.37254901960785,23.3,11.6,2401.537,2619.11,6250.290039578321,4127.05709995656,5188.67356976744
410,Joe Wieskamp,Guard,22.0,29.0,0.0,7.1,107.0,117.0,-2.9,-1.1,48.2,10.526315789473683,3.6,3.1,563.663,614.729,990.5231634382919,1340.7963669513208,1165.6597651948064
411,Aaron Wiggins,Guard,23.0,50.0,35.0,24.2,107.0,116.0,-3.4,-0.9,52.5,17.91044776119403,7.6,12.6,1305.761,1424.059,1879.9071256209363,8261.980759360404,5070.94394249067
412,Andrew Wiggins,Forward,26.0,73.0,73.0,31.9,109.0,109.0,0.3,0.1,54.3,14.285714285714285,7.6,9.0,31579.39,34440.406,13676.830351520477,26402.295900878336,20039.563126199406
413,Brandon Williams,Guard,22.0,24.0,16.0,26.7,96.0,118.0,-2.6,-3.1,42.7,23.72881355932203,6.4,15.2,180.798,197.177,1973.7663735807776,411.75482425248606,1192.7605989166318
414,Grant Williams,Forward,23.0,77.0,21.0,24.4,122.0,109.0,-1.4,1.1,59.7,19.642857142857142,7.9,11.6,2617.8,2854.966,1717.8751588756081,3200.5457397467094,2459.2104493111588
415,Kenrich Williams,Forward,27.0,49.0,0.0,21.9,111.0,113.0,-1.3,1.1,52.5,9.23076923076923,10.5,11.9,2000.0,2181.195,4302.926308249442,2722.8246716492836,3512.8754899493624
416,Robert Williams,Center,24.0,61.0,61.0,29.6,148.0,102.0,2.4,3.1,73.6,18.333333333333336,17.6,13.4,3661.976,3993.742,5716.272001301393,4890.767153540583,5303.519577420988
417,Ziaire Williams,Forward,20.0,62.0,31.0,21.7,113.0,114.0,-2.4,-0.6,54.0,10.294117647058822,5.0,8.4,4373.04,4769.226,2325.2510922579063,4155.0545391748865,3240.1528157163966
