,Unnamed: 0,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
46,46,Bol Bol,Forward,21.0,32.0,2.0,5.0,50.9,16.666666666666664,8.5,16.8,2058.24,2365.734,"(18, 21]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
47,47,Isaac Bonga,Forward,21.0,40.0,8.0,10.8,45.1,5.0,8.1,20.7,1663.861,1912.436,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
48,48,Devin Booker,Guard,24.0,67.0,67.0,33.9,53.3,26.5625,7.0,12.4,29467.8,33870.189,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
49,49,Chris Boucher,Center,28.0,60.0,14.0,24.2,59.5,26.881720430107524,15.3,6.7,6500.0,7471.078,"(27, 30]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
50,50,Avery Bradley,Guard,30.0,27.0,6.0,22.3,47.1,6.349206349206351,5.2,13.6,5635.0,6476.849,"(27, 30]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
51,51,Tony Bradley,Center,23.0,42.0,8.0,16.3,66.5,19.148936170212767,18.6,13.0,3542.06,4071.231,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
52,52,Jarrell Brantley,Forward,24.0,28.0,0.0,4.9,59.6,5.2631578947368425,10.4,13.1,510.586,586.865,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
53,53,Mikal Bridges,Forward,24.0,72.0,72.0,32.6,64.3,16.129032258064516,7.5,7.3,4359.0,5010.219,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
54,54,Miles Bridges,Forward,22.0,66.0,19.0,29.3,59.6,15.957446808510635,11.1,13.6,3934.32,4522.094,"(21, 24]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
55,55,Oshae Brissett,Forward,22.0,21.0,16.0,24.7,59.3,33.33333333333333,12.0,5.3,1255.493,1443.058,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
56,56,Malcolm Brogdon,Guard,28.0,56.0,56.0,34.5,52.7,15.42857142857143,8.3,9.8,20700.0,23792.509,"(27, 30]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
57,57,Armoni Brooks,Guard,22.0,20.0,5.0,26.0,56.3,4.166666666666667,7.0,10.0,135.362,155.584,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
58,58,Dillon Brooks,Forward,25.0,67.0,67.0,29.8,48.1,15.584415584415584,5.2,9.6,11400.0,13103.121,"(24, 27]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
59,59,Bruce Brown,Guard,24.0,65.0,37.0,22.3,57.6,20.0,13.3,10.2,1663.861,1912.436,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
60,60,Jaylen Brown,Guard,24.0,58.0,58.0,34.5,55.8,17.1875,9.7,11.5,25035.118,28775.279,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
61,61,Moses Brown,Center,21.0,43.0,32.0,21.4,54.50000000000001,29.03225806451613,21.6,11.7,1250.0,1436.745,"(18, 21]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
62,62,Sterling Brown,Guard,25.0,51.0,14.0,24.1,58.4,7.575757575757576,9.7,10.5,1678.854,1929.669,"(24, 27]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
63,63,Troy Brown,Forward,21.0,34.0,0.0,15.4,50.7,9.523809523809524,10.8,12.1,3372.84,3876.73,"(18, 21]","(19.999, 35.0]",,"(10.0, 20.0]"
64,64,Jalen Brunson,Guard,24.0,68.0,12.0,25.0,58.8,19.565217391304348,7.5,10.3,1663.861,1912.436,"(21, 24]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
65,65,Reggie Bullock,Forward,29.0,65.0,64.0,30.0,58.7,9.30232558139535,6.2,7.1,4200.0,4827.465,"(27, 30]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
66,66,Trey Burke,Guard,28.0,62.0,1.0,14.7,51.0,14.035087719298245,3.3,8.0,3000.0,3448.189,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
67,67,Alec Burks,Guard,29.0,49.0,5.0,25.6,52.2,20.58823529411765,9.8,8.2,6000.0,6896.379,"(27, 30]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
68,68,Jimmy Butler,Forward,31.0,52.0,52.0,33.6,51.4,48.591549295774655,11.8,10.6,34379.1,39515.221,"(30, 33]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
69,69,Devontae Cacok,Forward,24.0,20.0,1.0,4.9,58.6,20.0,18.4,12.9,449.115,516.211,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
70,70,Kentavious Caldwell-Pope,Guard,27.0,67.0,67.0,28.4,54.900000000000006,18.421052631578945,5.3,10.6,12073.02,13876.688,"(24, 27]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
71,71,Facundo Campazzo,Guard,29.0,65.0,19.0,21.9,50.2,25.0,5.3,17.1,3200.0,3678.069,"(27, 30]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
72,72,Vlatko Cancar,Forward,23.0,41.0,1.0,6.9,52.1,11.111111111111112,10.1,15.3,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
73,73,Clint Capela,Center,26.0,63.0,63.0,30.1,59.4,19.090909090909093,26.1,8.4,18000.0,20689.139,"(24, 27]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
74,74,Jevon Carter,Guard,25.0,60.0,1.0,12.0,54.7,2.702702702702702,7.3,6.6,3925.0,4511.381,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
75,75,Wendell Carter,Center,21.0,54.0,44.0,25.5,52.0,28.235294117647054,17.4,12.7,5448.84,6262.878,"(18, 21]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
76,76,Michael Carter-Williams,Guard,29.0,31.0,25.0,25.8,41.7,18.390804597701152,9.0,18.4,3300.0,3793.008,"(27, 30]","(19.999, 35.0]","(20, 40]","(20.0, 30.0]"
77,77,Alex Caruso,Guard,26.0,58.0,6.0,21.0,52.6,15.094339622641511,7.9,18.3,2750.0,3160.84,"(24, 27]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
78,78,Willie Cauley-Stein,Center,27.0,53.0,16.0,17.1,63.5,26.47058823529412,14.3,11.8,4100.0,4712.526,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
79,79,Chris Chiozza,Guard,25.0,22.0,1.0,10.5,42.6,15.0,5.7,14.4,449.115,516.211,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
80,80,Gary Clark,Forward,26.0,39.0,11.0,16.8,42.0,5.882352941176471,9.1,11.1,2018.458,2320.008,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
81,81,Brandon Clarke,Forward,24.0,59.0,16.0,24.0,53.7,15.476190476190476,12.3,5.7,2602.92,2991.787,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
82,82,Jordan Clarkson,Guard,28.0,68.0,1.0,26.7,52.2,12.0253164556962,8.0,9.2,11500.0,13218.061,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
83,83,Nicolas Claxton,Center,21.0,32.0,1.0,18.6,62.4,22.22222222222222,15.4,9.4,1517.981,1744.762,"(18, 21]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
84,84,Amir Coffey,Guard,23.0,44.0,1.0,9.0,54.900000000000006,26.08695652173913,6.3,11.1,578.842,665.319,"(21, 24]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
85,85,John Collins,Forward,23.0,63.0,63.0,29.3,61.0,22.13114754098361,13.8,8.9,4137.302,4755.4,"(21, 24]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
86,86,Mike Conley,Guard,33.0,51.0,51.0,29.4,55.2,19.2,6.3,12.4,34502.132,39656.633,"(30, 33]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
87,87,Pat Connaughton,Guard,28.0,69.0,4.0,22.8,56.49999999999999,7.142857142857144,11.1,7.5,4938.273,5676.034,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
88,88,Quinn Cook,Guard,27.0,23.0,0.0,6.8,50.7,10.0,6.1,8.9,1981.649,2277.7,"(24, 27]","(19.999, 35.0]",,"(-0.001, 10.0]"
89,89,Tyler Cook,Forward,23.0,32.0,1.0,13.7,67.5,15.625,12.1,15.1,693.141,796.693,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
90,90,DeMarcus Cousins,Center,30.0,41.0,11.0,17.4,50.3,18.91891891891892,20.0,15.8,3051.832,3507.765,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
91,91,Robert Covington,Forward,30.0,70.0,70.0,32.0,53.3,9.58904109589041,11.1,10.7,12138.345,13951.772,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
92,92,Torrey Craig,Forward,30.0,50.0,8.0,16.1,56.6,6.666666666666667,13.7,9.6,1678.854,1929.669,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
93,93,Jae Crowder,Forward,30.0,60.0,42.0,27.5,55.50000000000001,12.195121951219514,9.7,9.5,9258.0,10641.113,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
94,94,Jarrett Culver,Guard,21.0,34.0,7.0,14.7,44.9,18.36734693877551,11.3,12.9,6104.28,7016.238,"(18, 21]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
95,95,Seth Curry,Guard,30.0,57.0,57.0,28.7,58.2,12.371134020618555,4.6,10.0,7834.449,9004.889,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
96,96,Stephen Curry,Guard,32.0,63.0,63.0,34.2,60.5,26.267281105990783,8.5,12.2,43006.362,49431.367,"(30, 33]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
97,97,Anthony Davis,Forward,27.0,36.0,36.0,32.3,51.2,25.882352941176475,13.8,9.5,32742.0,37633.544,"(24, 27]","(35.0, 50.0]","(20, 40]","(30.0, 40.0]"
98,98,Ed Davis,Center,31.0,23.0,7.0,13.0,43.2,21.05263157894737,20.8,12.4,5005.35,5753.132,"(30, 33]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
99,99,Terence Davis,Guard,23.0,61.0,4.0,17.6,53.5,9.333333333333332,7.9,11.6,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
100,100,DeMar DeRozan,Forward,31.0,61.0,61.0,33.7,50.5,41.72185430463576,6.7,9.7,27739.975,31884.233,"(30, 33]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
101,101,Hamidou Diallo,Forward,22.0,52.0,9.0,23.6,50.6,27.77777777777778,11.9,12.0,1663.861,1912.436,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
102,102,Gorgui Dieng,Center,31.0,38.0,1.0,14.5,61.3,34.88372093023256,13.5,14.3,17587.688,20215.228,"(30, 33]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
103,103,Donte DiVincenzo,Guard,24.0,66.0,66.0,27.5,52.8,8.791208791208792,11.0,12.5,3044.16,3498.947,"(21, 24]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
104,104,Luka Doncic,Guard,21.0,66.0,66.0,34.3,55.00000000000001,25.365853658536587,12.8,15.3,8049.36,9251.907,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
105,105,Luguentz Dort,Guard,21.0,52.0,52.0,29.7,47.5,18.699186991869915,6.4,10.0,1517.981,1744.762,"(18, 21]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
106,106,Damyean Dotson,Guard,26.0,46.0,7.0,19.7,48.5,7.8125,5.7,12.0,2000.0,2298.793,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
107,107,Sekou Doumbouya,Forward,20.0,56.0,11.0,15.5,42.6,16.0,9.2,12.4,3449.4,3964.728,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
108,108,PJ Dozier,Guard,24.0,50.0,6.0,21.8,48.3,11.267605633802818,9.5,10.7,1762.796,2026.151,"(21, 24]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
109,109,Goran Dragic,Guard,34.0,50.0,11.0,26.7,51.4,18.01801801801802,7.2,16.2,18000.0,20689.139,"(33, 36]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
110,110,Andre Drummond,Center,27.0,46.0,46.0,27.0,49.3,21.774193548387096,24.9,15.8,28751.774,33047.19,"(24, 27]","(35.0, 50.0]","(40, 60]","(20.0, 30.0]"
111,111,Kevin Durant,Forward,32.0,35.0,32.0,33.1,60.8,34.88372093023256,11.8,14.5,40108.95,46101.091,"(30, 33]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
112,112,Anthony Edwards,Guard,19.0,72.0,55.0,32.1,48.8,17.261904761904763,7.9,10.7,9757.44,11215.168,"(18, 21]","(65.0, 82.0]","(40, 60]","(30.0, 40.0]"
113,113,Carsen Edwards,Guard,22.0,31.0,1.0,8.9,50.5,11.111111111111112,5.2,5.7,1517.981,1744.762,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
114,114,CJ Elleby,Forward,20.0,30.0,0.0,6.4,43.2,18.181818181818183,8.9,6.4,898.31,1032.514,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
115,115,Wayne Ellington,Guard,33.0,46.0,31.0,22.0,61.2,8.21917808219178,4.7,8.5,3564.753,4097.314,"(30, 33]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
116,116,Joel Embiid,Center,26.0,51.0,51.0,31.1,54.50000000000001,52.27272727272726,18.7,12.2,29542.01,33955.486,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
117,117,James Ennis,Forward,30.0,41.0,37.0,24.0,56.6,28.813559322033893,8.7,11.3,3300.0,3793.008,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
118,118,Drew Eubanks,Center,23.0,54.0,3.0,14.0,57.1,36.84210526315789,17.0,15.2,1620.564,1862.67,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
119,119,Derrick Favors,Center,29.0,68.0,0.0,15.3,63.8,25.0,19.2,11.5,9258.0,10641.113,"(27, 30]","(65.0, 82.0]",,"(10.0, 20.0]"
120,120,Bruno Fernando,Center,22.0,33.0,0.0,6.8,40.9,38.46153846153846,18.9,28.1,1517.981,1744.762,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
121,121,Dorian Finney-Smith,Forward,27.0,60.0,60.0,32.0,60.0,6.410256410256412,9.3,9.0,4000.0,4597.586,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
122,122,Malachi Flynn,Guard,22.0,47.0,14.0,19.7,45.3,13.88888888888889,6.9,10.5,1950.6,2242.013,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
123,123,Bryn Forbes,Guard,27.0,70.0,10.0,19.3,61.8,9.210526315789473,4.3,7.3,2337.145,2686.306,"(24, 27]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
124,124,Trent Forrest,Guard,22.0,30.0,0.0,10.1,48.6,25.0,7.7,20.9,470.69,541.009,"(21, 24]","(19.999, 35.0]",,"(10.0, 20.0]"
125,125,Evan Fournier,Forward,28.0,42.0,36.0,30.0,56.49999999999999,20.155038759689923,5.4,10.8,17150.0,19712.152,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
126,126,De'Aaron Fox,Guard,23.0,58.0,58.0,35.1,52.3,27.225130890052355,5.5,11.9,8099.627,9309.683,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
127,127,Wenyen Gabriel,Forward,23.0,21.0,0.0,11.5,50.8,17.24137931034483,12.2,18.2,1620.564,1862.67,"(21, 24]","(19.999, 35.0]",,"(10.0, 20.0]"
128,128,Daniel Gafford,Center,22.0,54.0,11.0,14.6,68.4,30.952380952380956,15.8,13.1,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
129,129,Danilo Gallinari,Forward,32.0,51.0,4.0,24.0,54.2,34.40860215053763,9.5,7.2,19500.0,22413.234,"(30, 33]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
130,130,Langston Galloway,Guard,29.0,40.0,0.0,11.0,57.1,16.216216216216214,5.4,7.6,2028.594,2331.659,"(27, 30]","(35.0, 50.0]",,"(10.0, 20.0]"
131,131,Darius Garland,Guard,21.0,54.0,50.0,33.1,51.7,14.093959731543624,4.0,16.0,6720.72,7724.772,"(18, 21]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
132,132,Marc Gasol,Center,36.0,52.0,42.0,19.1,58.2,18.91891891891892,12.2,19.7,2564.753,2947.918,"(33, 36]","(50.0, 65.0]","(40, 60]","(10.0, 20.0]"
133,133,Rudy Gay,Forward,34.0,63.0,1.0,21.6,50.5,13.0,11.9,8.8,14500.0,16666.25,"(33, 36]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
134,134,Paul George,Forward,30.0,54.0,54.0,33.7,55.7,21.02272727272727,11.1,14.5,35450.412,40746.583,"(27, 30]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
135,135,Taj Gibson,Center,35.0,45.0,3.0,20.8,63.6,25.71428571428572,14.5,10.8,3283.684,3774.255,"(33, 36]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
136,136,Harry Giles,Center,22.0,38.0,0.0,9.2,47.4,15.384615384615383,20.4,15.5,1620.564,1862.67,"(21, 24]","(35.0, 50.0]",,"(-0.001, 10.0]"
137,137,Shai Gilgeous-Alexander,Guard,22.0,35.0,35.0,33.7,57.1,32.919254658385086,7.3,13.7,4141.32,4760.019,"(21, 24]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
138,138,Anthony Gill,Forward,28.0,26.0,4.0,8.4,55.8,21.73913043478261,12.4,10.7,898.31,1032.514,"(27, 30]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
139,139,Freddie Gillespie,Forward,23.0,20.0,2.0,19.6,52.400000000000006,28.57142857142857,13.6,10.9,363.015,417.248,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
140,140,Rudy Gobert,Center,28.0,71.0,71.0,30.8,67.5,40.2439024390244,23.3,13.7,27525.281,31637.464,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
141,141,Brandon Goodwin,Guard,25.0,47.0,5.0,13.2,44.8,12.76595744680851,6.1,13.0,1701.593,1955.805,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
142,142,Aaron Gordon,Forward,25.0,50.0,50.0,27.7,52.2,19.0,11.1,14.7,18136.364,20845.875,"(24, 27]","(35.0, 50.0]","(40, 60]","(20.0, 30.0]"
143,143,Eric Gordon,Guard,32.0,27.0,13.0,29.2,52.7,25.73529411764706,3.9,10.9,16869.267,19389.478,"(30, 33]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
144,144,Devonte Graham,Guard,25.0,55.0,44.0,30.2,51.0,19.672131147540984,4.8,10.2,1663.861,1912.436,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
145,145,Jerami Grant,Forward,26.0,54.0,54.0,33.9,49.1,31.213872832369944,7.6,9.1,19050.0,21896.005,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
146,146,Danny Green,Forward,33.0,69.0,69.0,28.0,57.3,5.063291139240507,7.4,10.7,15365.853,17661.459,"(30, 33]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
147,147,Draymond Green,Forward,30.0,63.0,63.0,31.5,49.2,18.333333333333336,12.1,31.0,22246.956,25570.575,"(27, 30]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
148,148,JaMychal Green,Forward,30.0,58.0,5.0,19.3,56.8,12.5,14.0,11.7,7199.76,8275.379,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
149,149,Javonte Green,Forward,27.0,41.0,2.0,11.5,56.89999999999999,28.0,8.3,13.7,1517.981,1744.762,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
150,150,Jeff Green,Forward,34.0,68.0,38.0,27.0,59.0,23.07692307692308,7.9,8.2,2564.753,2947.918,"(33, 36]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
151,151,Josh Green,Guard,20.0,39.0,5.0,11.4,47.3,12.5,9.7,14.2,2816.76,3237.574,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
152,152,Blake Griffin,Forward,31.0,46.0,30.0,25.8,50.9,21.34831460674157,10.5,11.8,33900.241,38964.821,"(30, 33]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
153,153,Kyle Guy,Guard,23.0,31.0,0.0,7.6,40.3,17.857142857142858,8.3,10.2,537.888,618.246,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
154,154,Rui Hachimura,Forward,22.0,57.0,57.0,31.5,51.3,19.29824561403509,9.2,8.6,4692.84,5393.934,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
155,155,Tyrese Haliburton,Guard,20.0,58.0,20.0,30.1,56.89999999999999,7.476635514018692,5.5,12.5,3831.84,4404.303,"(18, 21]","(50.0, 65.0]","(0, 20]","(30.0, 40.0]"
156,156,Josh Hall,Forward,20.0,21.0,1.0,16.0,32.300000000000004,21.27659574468085,9.1,17.4,449.115,516.211,"(18, 21]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
157,157,RJ Hampton,Guard,19.0,51.0,1.0,17.4,47.8,18.032786885245905,10.7,13.2,2193.48,2521.178,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
158,158,Tim Hardaway Jr,Guard,28.0,70.0,31.0,28.4,56.00000000000001,15.384615384615383,6.4,6.1,18975.0,21809.8,"(27, 30]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
159,159,James Harden,Guard,31.0,44.0,43.0,36.6,54.8,37.7245508982036,11.9,16.8,41254.92,47418.265,"(30, 33]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
160,160,Montrezl Harrell,Center,27.0,69.0,1.0,22.9,62.2,29.88505747126437,15.2,9.4,9258.0,10641.113,"(24, 27]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
161,161,Gary Harris,Guard,26.0,39.0,38.0,27.7,47.0,18.181818181818183,4.0,8.9,19610.714,22540.488,"(24, 27]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
162,162,Joe Harris,Forward,29.0,69.0,65.0,31.0,65.4,6.862745098039216,6.4,7.8,16071.429,18472.446,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
163,163,Tobias Harris,Forward,28.0,62.0,62.0,32.5,55.60000000000001,19.463087248322147,11.4,9.5,34358.85,39491.945,"(27, 30]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
164,164,Shaquille Harrison,Guard,27.0,34.0,0.0,9.8,35.3,21.73913043478261,8.1,11.1,915.048,1051.752,"(24, 27]","(19.999, 35.0]",,"(-0.001, 10.0]"
165,165,Josh Hart,Forward,25.0,47.0,4.0,28.7,53.1,20.54794520547945,15.2,11.3,3491.159,4012.726,"(24, 27]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
166,166,Isaiah Hartenstein,Center,22.0,46.0,2.0,12.2,55.60000000000001,27.027027027027025,18.2,17.9,1620.564,1862.67,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
167,167,Jaxson Hayes,Center,20.0,60.0,3.0,16.1,63.6,34.04255319148936,14.5,10.5,5105.16,5867.853,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
168,168,Killian Hayes,Guard,19.0,26.0,18.0,25.8,40.3,6.493506493506493,5.7,28.5,5307.12,6099.985,"(18, 21]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
169,169,Gordon Hayward,Forward,30.0,44.0,44.0,34.0,53.7,23.33333333333333,9.3,11.0,28500.0,32757.803,"(27, 30]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
170,170,Willy Hernangomez,Center,26.0,47.0,12.0,18.0,56.49999999999999,22.807017543859647,21.4,9.9,1737.145,1996.668,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
171,171,Tyler Herro,Guard,21.0,54.0,15.0,30.3,51.6,13.17829457364341,9.4,11.9,3822.24,4393.269,"(18, 21]","(50.0, 65.0]","(0, 20]","(30.0, 40.0]"
172,172,Buddy Hield,Guard,28.0,71.0,71.0,34.3,54.8,8.571428571428571,7.6,11.1,24931.817,28656.546,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
173,173,George Hill,Guard,34.0,30.0,17.0,22.4,56.10000000000001,19.6969696969697,4.9,12.4,9590.602,11023.405,"(33, 36]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
174,174,Solomon Hill,Forward,29.0,71.0,16.0,21.3,47.3,11.904761904761903,7.7,11.7,2174.318,2499.153,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
175,175,Nate Hinton,Guard,21.0,21.0,0.0,4.4,40.5,15.0,5.3,9.7,449.115,516.211,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
176,176,Aaron Holiday,Guard,24.0,66.0,8.0,17.8,46.7,15.151515151515152,4.1,12.3,2345.64,2696.07,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
177,177,Jrue Holiday,Guard,30.0,59.0,56.0,32.3,56.99999999999999,12.949640287769784,7.4,12.6,27026.011,31063.605,"(27, 30]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
178,178,Justin Holiday,Guard,31.0,72.0,52.0,30.3,55.1,10.3448275862069,6.4,7.5,5720.4,6575.008,"(30, 33]","(65.0, 82.0]","(40, 60]","(30.0, 40.0]"
179,179,Richaun Holmes,Center,27.0,61.0,61.0,29.2,63.8,23.404255319148938,15.7,10.3,5005.35,5753.132,"(24, 27]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
180,180,Rodney Hood,Forward,28.0,55.0,5.0,17.1,42.7,8.51063829787234,5.9,11.7,10047.45,11548.505,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
181,181,Al Horford,Center,34.0,28.0,28.0,27.9,52.8,4.651162790697675,12.5,7.3,27500.0,31608.407,"(33, 36]","(19.999, 35.0]","(20, 40]","(20.0, 30.0]"
182,182,Talen Horton-Tucker,Guard,20.0,65.0,4.0,20.1,49.6,20.0,7.3,16.1,1517.981,1744.762,"(18, 21]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
183,183,Danuel House,Forward,27.0,36.0,23.0,25.9,50.4,14.473684210526317,7.5,10.7,3717.0,4272.307,"(24, 27]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
184,184,Dwight Howard,Center,35.0,69.0,6.0,17.3,59.6,40.90909090909091,26.7,22.1,2564.753,2947.918,"(33, 36]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
