,Unnamed: 0,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
324,324,Jordan Poole,Guard,21.0,51.0,7.0,19.4,53.5,22.58064516129032,5.0,8.8,2063.28,2371.527,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
325,325,Kevin Porter,Guard,20.0,26.0,23.0,32.1,49.3,19.148936170212767,6.3,18.2,1717.981,1974.641,"(18, 21]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
326,326,Michael Porter,Forward,22.0,61.0,54.0,31.3,64.60000000000001,12.686567164179104,13.2,8.1,3550.8,4081.277,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
327,327,Otto Porter,Forward,27.0,28.0,6.0,21.6,51.8,16.049382716049383,13.8,9.2,28489.239,32745.434,"(24, 27]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
328,328,Bobby Portis,Center,25.0,66.0,7.0,20.8,58.5,8.791208791208792,17.9,8.2,3623.0,4164.263,"(24, 27]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
329,329,Kristaps Porzingis,Center,25.0,43.0,43.0,30.9,54.7,16.9811320754717,15.8,6.4,29467.8,33870.189,"(24, 27]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
330,330,Dwight Powell,Center,29.0,58.0,19.0,16.7,63.1,51.51515151515152,13.3,13.9,11080.125,12735.458,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
331,331,Norman Powell,Forward,27.0,69.0,58.0,32.0,56.99999999999999,25.563909774436087,5.3,10.3,10865.952,12489.288,"(24, 27]","(65.0, 82.0]","(40, 60]","(30.0, 40.0]"
332,332,Taurean Prince,Forward,26.0,41.0,10.0,22.1,49.5,20.0,8.8,11.5,12250.0,14080.108,"(24, 27]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
333,333,Payton Pritchard,Guard,23.0,66.0,4.0,19.2,56.2,9.523809523809524,6.9,10.8,2035.8,2339.941,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
334,334,Immanuel Quickley,Guard,21.0,64.0,3.0,19.4,49.7,26.373626373626376,6.0,8.1,2105.52,2420.077,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
335,335,Chasson Randle,Guard,27.0,41.0,5.0,20.4,48.1,15.517241379310343,5.1,15.1,279.927,321.747,"(24, 27]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
336,336,Julius Randle,Forward,26.0,71.0,71.0,37.6,51.6,26.344086021505376,14.7,13.8,19845.0,22809.775,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
337,337,Cam Reddish,Forward,21.0,26.0,21.0,28.8,42.8,25.742574257425744,7.6,10.2,4458.0,5124.01,"(18, 21]","(19.999, 35.0]","(20, 40]","(20.0, 30.0]"
338,338,JJ Redick,Guard,36.0,44.0,0.0,16.4,52.1,18.032786885245905,4.8,11.0,13013.7,14957.902,"(33, 36]","(35.0, 50.0]",,"(10.0, 20.0]"
339,339,Paul Reed,Forward,21.0,26.0,0.0,6.8,53.8,6.666666666666667,19.0,12.8,609.128,700.129,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
340,340,Naz Reid,Center,21.0,70.0,15.0,19.2,57.6,19.277108433734934,12.9,9.5,1517.981,1744.762,"(18, 21]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
341,341,Josh Richardson,Guard,27.0,59.0,56.0,30.3,49.8,16.19047619047619,6.0,10.6,10865.952,12489.288,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
342,342,Austin Rivers,Guard,28.0,36.0,7.0,23.5,53.7,8.823529411764707,5.4,12.2,3929.049,4516.035,"(27, 30]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
343,343,Duncan Robinson,Forward,26.0,72.0,72.0,31.4,61.4,9.0,6.3,9.7,1663.861,1912.436,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
344,344,Glenn Robinson III,Forward,27.0,23.0,2.0,16.0,50.5,20.930232558139537,6.8,9.2,1165.322,1339.417,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
345,345,Mitchell Robinson,Center,22.0,31.0,29.0,27.5,65.3,14.035087719298245,16.0,11.5,1663.861,1912.436,"(21, 24]","(19.999, 35.0]","(20, 40]","(20.0, 30.0]"
346,346,Isaiah Roby,Forward,22.0,61.0,34.0,23.4,52.0,20.0,12.4,19.0,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
347,347,Rajon Rondo,Guard,34.0,45.0,3.0,17.1,52.6,8.333333333333334,7.9,26.2,7500.0,8620.474,"(33, 36]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
348,348,Derrick Rose,Guard,32.0,50.0,3.0,25.6,51.1,18.032786885245905,5.5,10.5,7682.926,8830.729,"(30, 33]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
349,349,Terrence Ross,Guard,29.0,46.0,2.0,29.3,48.5,19.402985074626866,6.1,9.9,13500.0,15516.854,"(27, 30]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
350,350,Terry Rozier,Guard,26.0,69.0,69.0,34.5,54.8,14.634146341463415,6.9,9.5,18900.0,21723.596,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
351,351,Ricky Rubio,Guard,30.0,68.0,51.0,26.1,45.4,26.02739726027397,6.8,16.4,17000.0,19539.742,"(27, 30]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
352,352,D'Angelo Russell,Guard,24.0,42.0,26.0,28.5,52.3,17.419354838709676,5.0,13.5,28649.25,32929.351,"(21, 24]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
353,353,Domantas Sabonis,Forward,24.0,62.0,62.0,36.0,56.39999999999999,26.71232876712329,18.0,16.9,19800.0,22758.053,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
354,354,Luka Samanic,Forward,21.0,33.0,4.0,9.3,50.5,15.625,11.7,14.5,2824.32,3246.263,"(18, 21]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
355,355,JaKarr Sampson,Forward,27.0,29.0,4.0,10.9,50.9,17.94871794871795,13.2,10.7,1882.867,2164.16,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
356,356,Dario Saric,Center,26.0,50.0,4.0,17.4,51.6,25.0,12.4,12.9,9250.0,10631.918,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
357,357,Mike Scott,Forward,32.0,51.0,12.0,16.7,48.6,4.878048780487806,7.8,8.1,5005.35,5753.132,"(30, 33]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
358,358,Collin Sexton,Guard,22.0,60.0,60.0,35.3,51.9,28.260869565217394,4.9,11.6,4991.88,5737.649,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
359,359,Landry Shamet,Guard,23.0,61.0,12.0,23.0,54.900000000000006,14.666666666666666,4.4,8.9,2090.04,2402.284,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
360,360,Pascal Siakam,Forward,26.0,56.0,56.0,35.8,49.3,25.58139534883721,11.1,10.6,30559.2,35124.641,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
361,361,Ben Simmons,Guard,24.0,58.0,58.0,32.4,56.00000000000001,29.7029702970297,12.2,19.6,30559.2,35124.641,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
362,362,Anfernee Simons,Guard,21.0,64.0,0.0,17.3,56.89999999999999,11.11111111111111,6.8,9.2,2252.04,2588.487,"(18, 21]","(50.0, 65.0]",,"(10.0, 20.0]"
363,363,Deividas Sirvydis,Guard,20.0,20.0,0.0,6.7,47.5,10.0,12.1,10.5,898.31,1032.514,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
364,364,Marcus Smart,Guard,26.0,48.0,45.0,32.9,48.9,25.471698113207548,5.9,14.2,12946.428,14880.58,"(24, 27]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
365,365,Dennis Smith,Guard,23.0,23.0,9.0,18.3,46.6,12.6984126984127,7.3,14.3,5686.677,6536.247,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
366,366,Jalen Smith,Forward,20.0,27.0,1.0,5.8,48.0,10.526315789473683,13.4,11.7,4245.72,4880.016,"(18, 21]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
367,367,Tony Snell,Guard,29.0,47.0,23.0,21.1,69.6,5.555555555555556,6.2,10.7,12178.571,13998.008,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
368,368,Cassius Stanley,Guard,21.0,24.0,0.0,3.9,33.7,16.666666666666664,11.7,2.1,470.69,541.009,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
369,369,Lamar Stevens,Forward,23.0,40.0,0.0,12.5,47.1,26.47058823529412,10.8,12.7,1000.0,1149.396,"(21, 24]","(35.0, 50.0]",,"(10.0, 20.0]"
370,370,Isaiah Stewart,Center,19.0,68.0,14.0,21.4,57.8,15.0,17.3,13.0,3121.08,3587.358,"(18, 21]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
371,371,Max Strus,Forward,24.0,39.0,0.0,13.0,58.8,8.333333333333334,4.6,3.9,647.098,743.772,"(21, 24]","(35.0, 50.0]",,"(10.0, 20.0]"
372,372,Edmond Sumner,Guard,25.0,53.0,24.0,16.2,58.7,24.528301886792452,5.9,13.8,2160.0,2482.696,"(24, 27]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
373,373,Jae'Sean Tate,Forward,25.0,70.0,58.0,29.2,55.400000000000006,16.853932584269664,9.8,12.4,1445.697,1661.679,"(24, 27]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
374,374,Jayson Tatum,Forward,22.0,64.0,64.0,35.8,53.0,22.33009708737864,11.5,10.4,9897.12,11375.716,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
375,375,Jeff Teague,Guard,32.0,55.0,7.0,17.3,49.6,30.76923076923077,5.1,16.2,3372.826,3876.714,"(30, 33]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
376,376,Garrett Temple,Guard,34.0,56.0,25.0,27.3,50.3,10.294117647058822,5.8,12.6,4767.0,5479.173,"(33, 36]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
377,377,Daniel Theis,Center,28.0,65.0,51.0,24.6,59.3,15.27777777777778,12.4,11.4,5000.0,5746.983,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
378,378,Brodric Thomas,Guard,24.0,32.0,1.0,12.5,43.5,29.411764705882355,7.4,14.6,412.202,473.783,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
379,379,Matt Thomas,Guard,26.0,45.0,0.0,7.2,50.0,10.714285714285715,7.3,9.5,1517.981,1744.762,"(24, 27]","(35.0, 50.0]",,"(-0.001, 10.0]"
380,380,Tristan Thompson,Forward,29.0,54.0,43.0,23.8,51.8,21.666666666666668,19.0,14.1,9258.0,10641.113,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
381,381,Sindarius Thornwell,Guard,26.0,21.0,1.0,10.3,40.2,9.090909090909092,4.4,12.4,1235.889,1420.525,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
382,382,Matisse Thybulle,Guard,23.0,65.0,8.0,20.0,50.8,2.702702702702702,5.3,11.3,2711.28,3116.336,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
383,383,Xavier Tillman,Forward,22.0,59.0,12.0,18.4,59.5,11.76470588235294,12.5,12.3,1300.0,1494.215,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
384,384,Obi Toppin,Forward,22.0,62.0,0.0,11.0,56.00000000000001,8.823529411764707,11.0,9.4,4862.04,5588.412,"(21, 24]","(50.0, 65.0]",,"(10.0, 20.0]"
385,385,Juan Toscano-Anderson,Guard,27.0,53.0,16.0,20.9,66.7,10.256410256410255,11.3,21.5,943.963,1084.987,"(24, 27]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
386,386,Karl-Anthony Towns,Center,25.0,50.0,50.0,33.8,55.50000000000001,30.28571428571428,17.0,13.7,29467.8,33870.189,"(24, 27]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
387,387,Gary Trent Jr,Guard,22.0,58.0,38.0,31.1,51.3,10.37037037037037,4.6,4.9,1663.861,1912.436,"(21, 24]","(50.0, 65.0]","(20, 40]","(30.0, 40.0]"
388,388,PJ Tucker,Forward,35.0,52.0,33.0,26.1,48.6,11.764705882352942,8.0,17.4,7969.537,9160.158,"(33, 36]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
389,389,Myles Turner,Center,24.0,47.0,47.0,31.0,55.7,26.08695652173913,11.4,11.9,18000.0,20689.139,"(21, 24]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
390,390,Jonas Valanciunas,Center,28.0,62.0,61.0,28.3,60.6,20.833333333333336,23.4,10.7,15000.0,17240.949,"(27, 30]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
391,391,Denzel Valentine,Guard,27.0,62.0,3.0,16.7,46.9,4.477611940298507,10.5,9.0,4642.8,5336.418,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
392,392,Jarred Vanderbilt,Forward,21.0,64.0,30.0,17.8,60.8,24.324324324324323,17.5,15.9,1663.861,1912.436,"(18, 21]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
393,393,Fred VanVleet,Guard,26.0,52.0,52.0,36.5,48.9,19.760479041916167,6.4,9.1,21250.0,24424.678,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
394,394,Devin Vassell,Forward,20.0,62.0,7.0,17.0,49.2,14.285714285714285,8.8,6.3,4033.44,4636.022,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
395,395,Gabe Vincent,Guard,24.0,50.0,7.0,13.1,47.6,8.51063829787234,4.9,12.3,660.75,759.463,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
396,396,Nikola Vucevic,Center,30.0,70.0,70.0,33.5,54.0,9.547738693467336,18.5,7.9,26000.0,29884.312,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
397,397,Dean Wade,Forward,24.0,63.0,19.0,19.2,55.60000000000001,10.20408163265306,9.9,8.4,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
398,398,Moritz Wagner,Center,23.0,45.0,24.0,16.0,52.2,31.37254901960785,10.7,13.9,2383.915,2740.063,"(21, 24]","(35.0, 50.0]","(20, 40]","(10.0, 20.0]"
399,399,Kemba Walker,Guard,30.0,43.0,43.0,31.8,51.4,19.745222929936308,6.9,10.6,34379.1,39515.221,"(27, 30]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
400,400,Lonnie Walker,Guard,22.0,60.0,38.0,25.4,50.2,9.803921568627452,5.4,9.2,2895.72,3328.33,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
401,401,John Wall,Guard,30.0,40.0,40.0,32.2,45.8,21.978021978021975,5.3,14.7,41254.92,47418.265,"(27, 30]","(35.0, 50.0]","(20, 40]","(30.0, 40.0]"
402,402,Brad Wanamaker,Guard,31.0,61.0,0.0,17.3,41.1,30.61224489795918,5.3,17.1,2250.0,2586.142,"(30, 33]","(50.0, 65.0]",,"(10.0, 20.0]"
403,403,PJ Washington,Forward,22.0,64.0,61.0,30.5,52.2,15.887850467289722,11.6,14.6,4023.6,4624.712,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
404,404,Yuta Watanabe,Forward,26.0,50.0,4.0,14.5,53.900000000000006,13.88888888888889,12.1,9.0,737.996,848.25,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
405,405,Tremont Waters,Guard,23.0,26.0,3.0,9.2,49.4,18.75,4.9,22.8,712.278,818.689,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
406,406,Paul Watson,Forward,26.0,27.0,2.0,11.0,64.60000000000001,6.666666666666667,8.3,9.5,1445.697,1661.679,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
407,407,Quinndary Weatherspoon,Guard,24.0,20.0,0.0,6.1,47.1,38.888888888888886,4.8,19.2,449.115,516.211,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
408,408,Russell Westbrook,Guard,32.0,65.0,65.0,36.4,47.4,22.10526315789474,16.8,18.0,41358.814,47537.68,"(30, 33]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
409,409,Coby White,Guard,20.0,69.0,54.0,31.2,50.6,14.50381679389313,7.3,13.9,5572.68,6405.219,"(18, 21]","(65.0, 82.0]","(40, 60]","(30.0, 40.0]"
410,410,Derrick White,Guard,26.0,36.0,32.0,29.6,50.3,21.42857142857143,5.4,8.2,3516.284,4041.604,"(24, 27]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
411,411,Hassan Whiteside,Center,31.0,36.0,4.0,15.2,56.3,17.741935483870968,21.9,13.4,2320.044,2666.65,"(30, 33]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
412,412,Andrew Wiggins,Forward,25.0,71.0,71.0,33.3,54.3,16.10738255033557,7.8,9.8,29542.01,33955.486,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
413,413,Grant Williams,Forward,22.0,63.0,9.0,18.1,53.400000000000006,12.820512820512825,8.7,17.2,2498.76,2872.066,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
414,414,Kenrich Williams,Forward,26.0,66.0,13.0,21.6,59.6,8.064516129032258,10.0,14.8,2000.0,2298.793,"(24, 27]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
415,415,Patrick Williams,Forward,19.0,71.0,71.0,27.9,53.400000000000006,17.56756756756757,9.1,14.4,7068.36,8124.349,"(18, 21]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
416,416,Robert Williams,Center,23.0,52.0,13.0,18.9,72.1,18.0,20.2,15.2,2029.92,2333.183,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
417,417,Zion Williamson,Forward,20.0,61.0,61.0,33.2,61.6,35.294117647058826,11.8,11.6,10245.48,11776.12,"(18, 21]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
418,418,DJ Wilson,Forward,24.0,35.0,1.0,12.4,49.4,10.416666666666668,13.7,10.9,4548.28,5227.777,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
419,419,Dylan Windler,Forward,24.0,31.0,0.0,16.5,53.8,16.666666666666664,11.7,18.4,2137.44,2456.766,"(21, 24]","(19.999, 35.0]",,"(10.0, 20.0]"
420,420,Justise Winslow,Forward,24.0,26.0,1.0,19.5,37.6,9.876543209876544,12.3,14.1,13000.0,14942.156,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
421,421,Cassius Winston,Guard,22.0,22.0,0.0,4.5,54.50000000000001,13.333333333333334,4.9,12.3,449.115,516.211,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
422,422,James Wiseman,Center,19.0,39.0,27.0,21.4,53.5,14.893617021276595,14.4,12.9,8730.24,10034.508,"(18, 21]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
423,423,Christian Wood,Center,25.0,41.0,41.0,32.3,57.4,19.230769230769237,15.9,9.9,13015.874,14960.401,"(24, 27]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
424,424,Delon Wright,Guard,28.0,63.0,39.0,27.7,52.5,19.512195121951223,8.6,12.6,9000.0,10344.569,"(27, 30]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
425,425,Thaddeus Young,Forward,32.0,68.0,23.0,24.3,56.8,10.309278350515465,14.2,16.1,13545.0,15568.577,"(30, 33]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
426,426,Trae Young,Guard,22.0,63.0,63.0,33.7,49.9,43.502824858757066,6.3,16.2,6571.8,7553.604,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
427,427,Cody Zeller,Center,28.0,48.0,21.0,20.9,56.49999999999999,26.47058823529412,17.7,11.9,15415.73,17718.787,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
428,428,Ivica Zubac,Center,23.0,72.0,33.0,22.3,65.4,34.54545454545455,18.1,14.7,7000.0,8045.776,"(21, 24]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
429,429,Precious Achiuwa,Center,22.0,73.0,28.0,23.6,48.6,13.253012048192772,14.9,11.3,2711.28,2956.915,"(21, 24]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
430,430,Steven Adams,Center,28.0,76.0,75.0,26.3,54.7,27.450980392156865,19.9,19.6,17073.171,18619.958,"(27, 30]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
431,431,Bam Adebayo,Center,24.0,56.0,56.0,32.6,55.7,35.38461538461538,17.5,14.4,28103.5,30649.609,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
432,432,LaMarcus Aldridge,Center,36.0,47.0,12.0,22.3,56.6,19.587628865979383,13.4,8.0,2641.691,2881.021,"(33, 36]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
433,433,Nickeil Alexander-Walker,Guard,23.0,65.0,21.0,22.6,44.9,11.428571428571429,7.1,11.3,3261.48,3556.962,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
434,434,Grayson Allen,Guard,26.0,66.0,61.0,27.3,58.8,11.627906976744184,6.5,6.7,4054.695,4422.04,"(24, 27]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
435,435,Jarrett Allen,Center,23.0,56.0,56.0,32.3,67.80000000000001,29.89690721649485,18.4,12.7,20000.0,21811.951,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
436,436,Jose Alvarado,Guard,23.0,54.0,1.0,15.4,50.0,12.962962962962962,6.6,11.2,1925.406,2099.843,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
437,437,Kyle Anderson,Forward,28.0,69.0,11.0,21.5,48.4,14.705882352941178,13.0,12.1,9937.15,10837.431,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
438,438,Giannis Antetokounmpo,Forward,27.0,67.0,67.0,32.9,58.2,44.623655913978496,18.7,12.2,39344.9,42909.452,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
439,439,Thanasis Antetokounmpo,Forward,29.0,48.0,6.0,9.9,55.50000000000001,22.22222222222222,11.3,14.9,1729.217,1885.879,"(27, 30]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
440,440,Carmelo Anthony,Forward,37.0,69.0,3.0,26.0,54.400000000000006,18.09523809523809,8.6,6.9,2641.691,2881.021,"(36, 39]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
441,441,Cole Anthony,Guard,21.0,65.0,65.0,31.7,46.400000000000006,23.57142857142857,8.9,14.2,3449.4,3761.907,"(18, 21]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
442,442,OG Anunoby,Forward,24.0,48.0,48.0,36.0,52.6,13.103448275862068,8.3,9.7,16071.429,17527.461,"(21, 24]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
443,443,Trevor Ariza,Forward,36.0,24.0,11.0,19.3,43.4,9.756097560975611,9.5,9.3,2641.691,2881.021,"(33, 36]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
444,444,DJ Augustin,Guard,34.0,55.0,2.0,16.1,57.7,17.5,4.2,18.9,7622.467,8313.044,"(33, 36]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
